product_id,name,brand,category,subcategory,price,stock_quantity,rating,description
1,Leggings,Nike,Clothing,Activewear,68.0,105,5.0,Stylish and comfortable activewear from Nike. Leggings is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
2,Water Bottle,Nike,Clothing,Accessories,105.49,102,5.0,Stylish and comfortable accessories from Nike. Water Bottle is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
3,Prep + Prime Skin,MAC,Beauty,Skincare,121.95,166,4.8,Professional-grade skincare from MAC. Prep + Prime Skin delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
4,React Element 55,Nike,Clothing,Shoes,188.49,31,4.4,Stylish and comfortable shoes from Nike. React Element 55 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
5,Galaxy Buds FE,Samsung,Electronics,Headphones,143.49,118,5.0,High-quality headphones from Samsung. Galaxy Buds FE features premium materials and cutting-edge technology. Perfect for both personal and professional use.
6,Galaxy S24 Ultra,Samsung,Electronics,Smartphones,636.95,68,5.0,High-quality smartphones from Samsung. Galaxy S24 Ultra features premium materials and cutting-edge technology. Perfect for both personal and professional use.
7,Tiro Pants,Adidas,Clothing,Activewear,30.79,219,5.0,Stylish and comfortable activewear from Adidas. Tiro Pants is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
8,Air Jordan 1,Nike,Clothing,Shoes,248.49,17,4.4,Stylish and comfortable shoes from Nike. Air Jordan 1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
9,Prep + Prime Fix+,MAC,Beauty,Makeup,89.95,124,5.0,Professional-grade makeup from MAC. Prep + Prime Fix+ delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
10,Windbreaker,Nike,Clothing,Activewear,105.99,140,5.0,Stylish and comfortable activewear from Nike. Windbreaker is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
11,"iPad Pro 11""",Apple,Electronics,Tablets,384.79,93,4.1,"High-quality tablets from Apple. iPad Pro 11"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
12,Monopoly Classic,Hasbro,Toys,Board Games,174.0,192,5.0,Fun and educational board games from Hasbro. Monopoly Classic encourages creativity and learning through play. Safe for children and built to last.
13,Alpha 7 IV,Sony,Electronics,Cameras,2206.0,85,5.0,High-quality cameras from Sony. Alpha 7 IV features premium materials and cutting-edge technology. Perfect for both personal and professional use.
14,Pulse 3D Headset,Sony,Electronics,Gaming,479.79,9,5.0,High-quality gaming from Sony. Pulse 3D Headset features premium materials and cutting-edge technology. Perfect for both personal and professional use.
15,WF-1000XM4,Sony,Electronics,Headphones,148.0,78,5.0,High-quality headphones from Sony. WF-1000XM4 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
16,WF-1000XM5,Sony,Electronics,Headphones,149.99,182,5.0,High-quality headphones from Sony. WF-1000XM5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
17,Lightful C Marine-Bright,MAC,Beauty,Skincare,58.95,197,3.0,Professional-grade skincare from MAC. Lightful C Marine-Bright delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
18,iPad mini,Apple,Electronics,Tablets,1019.0,12,3.3,High-quality tablets from Apple. iPad mini features premium materials and cutting-edge technology. Perfect for both personal and professional use.
19,MagSafe Charger,Apple,Electronics,Accessories,163.95,82,4.5,High-quality accessories from Apple. MagSafe Charger features premium materials and cutting-edge technology. Perfect for both personal and professional use.
20,Eyeshadow Primer Potion,Urban Decay,Beauty,Makeup,37.95,137,3.5,Professional-grade makeup from Urban Decay. Eyeshadow Primer Potion delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
21,HEMNES Dresser,IKEA,Home,Furniture,455.49,84,5.0,Beautiful and functional furniture from IKEA. HEMNES Dresser combines style and practicality to enhance your living space. Easy to assemble and maintain.
22,Swoosh Cap,Nike,Clothing,Accessories,26.79,123,3.6,Stylish and comfortable accessories from Nike. Swoosh Cap is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
23,45W Super Fast Charger,Samsung,Electronics,Accessories,90.49,85,5.0,High-quality accessories from Samsung. 45W Super Fast Charger features premium materials and cutting-edge technology. Perfect for both personal and professional use.
24,DualSense Controller,Sony,Electronics,Gaming,639.49,41,5.0,High-quality gaming from Sony. DualSense Controller features premium materials and cutting-edge technology. Perfect for both personal and professional use.
25,Gazelle,Adidas,Clothing,Shoes,145.49,108,5.0,Stylish and comfortable shoes from Adidas. Gazelle is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
26,iPhone 13,Apple,Electronics,Smartphones,1951.49,93,3.8,High-quality smartphones from Apple. iPhone 13 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
27,Dri-FIT T-Shirt,Nike,Clothing,Activewear,48.95,246,5.0,Stylish and comfortable activewear from Nike. Dri-FIT T-Shirt is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
28,Organic Cotton Sheet Set,Pottery Barn,Home,Bedding,264.49,78,4.3,Beautiful and functional bedding from Pottery Barn. Organic Cotton Sheet Set combines style and practicality to enhance your living space. Easy to assemble and maintain.
29,WH-1000XM4,Sony,Electronics,Headphones,399.0,7,5.0,High-quality headphones from Sony. WH-1000XM4 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
30,Galaxy Buds2 Pro,Samsung,Electronics,Headphones,71.0,22,5.0,High-quality headphones from Samsung. Galaxy Buds2 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
31,Vice Lipstick,Urban Decay,Beauty,Makeup,69.99,175,5.0,Professional-grade makeup from Urban Decay. Vice Lipstick delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
32,iPad,Apple,Electronics,Tablets,573.0,34,5.0,High-quality tablets from Apple. iPad features premium materials and cutting-edge technology. Perfect for both personal and professional use.
33,Ruby Woo Lipstick,MAC,Beauty,Makeup,17.95,367,3.7,Professional-grade makeup from MAC. Ruby Woo Lipstick delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
34,Gym Bag,Nike,Clothing,Accessories,105.95,180,2.6,Stylish and comfortable accessories from Nike. Gym Bag is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
