order_id,product_id,quantity
1,27,1
2,82,1
3,70,2
3,38,1
3,83,2
4,39,1
4,59,1
5,62,1
6,19,1
7,94,2
7,45,1
8,72,1
9,16,1
10,13,1
11,79,2
11,54,2
11,32,2
12,93,1
12,41,1
12,25,1
13,40,1
14,51,1
15,28,1
15,75,1
15,46,1
16,87,1
16,61,1
17,18,2
18,98,1
18,52,1
19,25,1
19,47,1
20,98,1
20,71,2
21,16,2
21,17,1
22,44,2
22,72,1
23,66,1
24,5,1
25,61,1
26,66,1
27,41,2
27,21,1
27,51,1
28,66,1
29,39,2
29,61,1
30,54,1
30,75,2
31,81,1
31,4,2
31,77,1
32,74,1
32,30,1
33,81,1
34,49,2
34,19,1
35,90,1
35,15,1
36,53,1
37,100,1
38,95,1
39,67,1
39,27,2
40,49,1
41,69,1
42,99,2
43,103,1
43,89,1
44,36,1
44,72,2
44,39,1
45,27,1
46,62,1
47,102,1
47,93,1
47,36,1
48,51,2
48,45,1
48,99,1
49,45,1
49,57,1
50,69,1
51,72,1
52,18,1
53,95,1
54,32,1
55,68,1
56,30,1
57,53,1
58,61,1
59,99,1
60,71,2
61,21,1
62,61,1
63,26,1
64,37,1
65,83,1
66,99,1
