review_id,user_id,product_id,rating,review_text,review_date
1,18,31,5.0,Amazing product! Great value for money and the quality is top-notch.,2025-09-01
2,74,48,4.9,Love this Vice Lipstick! Great pigmentation and long-lasting wear.,2025-01-04
3,79,12,2.4,Would not recommend. The Lightful C Marine-Bright is cheaply made and doesn't deliver results.,2024-10-25
4,68,53,5.0,Absolutely love this Apple Watch Band! The quality is outstanding and it works exactly as described.,2025-02-01
5,17,41,5.0,Amazing product! Great value for money and the quality is top-notch.,2025-08-04
6,45,17,5.0,Amazing product! Great value for money and the quality is top-notch.,2025-07-26
7,24,99,5.0,Perfect fit and great quality! The Adicolor Backpack looks exactly like the picture.,2025-04-12
8,16,67,3.1,It's fine. Does what it's supposed to do but I've seen better in this price range.,2025-02-14
9,91,29,4.8,Excellent quality fabric and construction. Very happy with this purchase.,2025-01-23
10,11,33,3.9,It's fine. Does what it's supposed to do but I've seen better in this price range.,2025-04-04
11,17,81,4.5,Works okay. The Eyeshadow Primer Potion is functional but has some minor issues.,2025-05-27
12,83,22,5.0,Best electronics purchase I've made in years. Highly recommend to anyone looking for quality.,2024-11-10
13,85,80,5.0,Amazing product! Great value for money and the quality is top-notch.,2025-06-27
14,6,4,2.9,"Would not recommend. The iPad Pro 11"" is cheaply made and doesn't last.",2025-03-05
15,34,84,3.5,Works well enough. The 45W Super Fast Charger is functional but has some minor issues.,2025-06-30
16,82,4,4.6,"Perfect! Fast shipping, great packaging, and the iPad Pro 11"" exceeded my expectations.",2024-10-02
17,83,39,4.7,Worth every penny. The iPhone 14 Pro is exactly what I needed and works flawlessly.,2024-09-10
18,39,59,2.1,Waste of money. The Ultraboost 22 is poorly made and uncomfortable.,2025-04-20
19,54,62,4.3,Decent Dri-FIT T-Shirt. The material is okay but not as soft as I expected.,2024-09-30
20,41,92,4.9,"Perfect! Fast shipping, great packaging, and the Galaxy Buds2 Pro exceeded my expectations.",2024-09-09
21,52,17,5.0,Absolutely love this Barbie Fashionista Doll! The quality is outstanding and it works exactly as described.,2024-12-14
22,41,31,4.2,"Decent quality for the price. The iPad Pro 12.9"" is okay but could be better.",2024-11-26
23,19,13,2.9,Would not recommend. The FX30 is cheaply made and doesn't last.,2024-09-19
24,54,32,5.0,"Perfect! Fast shipping, great packaging, and the Galaxy Tab S9 exceeded my expectations.",2025-08-28
25,74,93,4.7,Excellent Niacinamide 10% + Zinc 1%! Great value for money and the results are outstanding.,2024-09-27
26,66,60,4.3,"Good Galaxy Tab S9+, works as expected. Nothing extraordinary but gets the job done.",2025-07-07
27,12,51,4.9,Best home purchase I've made in years. Highly recommend to anyone looking for quality.,2025-02-05
28,75,46,1.3,Would not recommend. The Lightning to USB-C Cable is cheaply made and doesn't last.,2025-03-19
29,84,87,4.5,"Good PlayStation 5, works as expected. Nothing extraordinary but gets the job done.",2024-12-24
30,56,18,5.0,Worth every penny. The Galaxy S24 Ultra is exactly what I needed and works flawlessly.,2025-05-06
31,47,6,4.5,"Love this Blazer Mid! Comfortable, stylish, and true to size.",2025-06-07
32,47,71,3.3,Average Galaxy Book4 Pro. Not bad but not great either. Would consider other options next time.,2025-03-17
33,98,71,3.9,Works well enough. The Galaxy Book4 Pro is functional but has some minor issues.,2025-06-28
34,16,17,5.0,"Perfect! Fast shipping, great packaging, and the Barbie Fashionista Doll exceeded my expectations.",2025-02-12
35,72,47,5.0,Amazing product! Great value for money and the quality is top-notch.,2025-02-15
36,52,65,1.0,"Poor quality. The MacBook Pro 14"" broke after just a few weeks of use.",2025-06-03
37,61,67,4.5,Amazing product! Great value for money and the quality is top-notch.,2025-02-07
