order_id,user_id,order_date,order_time,order_datetime,status,total_amount,order_source,payment_method,shipping_method,promo_code,shipping_address_id,billing_address_id,customer_notes,order_priority,timezone,shipping_region
1,35,2025-02-18 00:00:00,17:09:24,2025-02-18T17:09:24,delivered,1103.27,api,apple_pay,standard,,991,991,,medium,EST,EST
2,19,2024-10-01 00:00:00,09:45:50,2024-10-01T09:45:50,delivered,174.86,mobile_app,credit_card,economy,FREESHIP,765,765,,standard,MST,MST
3,2,2025-05-19 00:00:00,09:40:09,2025-05-19T09:40:09,delivered,642.2,web,credit_card,express,,791,791,,medium,MST,MST
4,33,2025-08-27 00:00:00,17:47:24,2025-08-27T17:47:24,delivered,611.18,mobile_app,paypal,standard,,303,303,,medium,PST,PST
5,45,2025-01-10 00:00:00,08:20:23,2025-01-10T08:20:23,delivered,933.08,mobile_app,credit_card,express,,320,320,,medium,EST,EST
6,44,2025-05-04 00:00:00,19:06:05,2025-05-04T19:06:05,delivered,966.68,mobile_web,debit_card,express,,740,740,,standard,EST,EST
7,28,2025-01-03 00:00:00,17:00:19,2025-01-03T17:00:19,delivered,428.99,web,credit_card,standard,,870,870,,standard,EST,EST
8,12,2025-05-19 00:00:00,09:28:23,2025-05-19T09:28:23,delivered,611.04,mobile_app,paypal,express,,529,529,,medium,MST,MST
9,7,2025-07-30 00:00:00,09:48:17,2025-07-30T09:48:17,delivered,170.42,mobile_web,credit_card,economy,,415,415,,standard,Other,Other
10,42,2024-10-22 00:00:00,22:06:08,2024-10-22T22:06:08,delivered,41.67,mobile_app,credit_card,express,,905,905,,standard,EST,EST
11,34,2025-06-10 00:00:00,14:05:11,2025-06-10T14:05:11,delivered,650.49,web,credit_card,standard,,771,771,,standard,CST,CST
12,10,2025-08-19 00:00:00,14:27:28,2025-08-19T14:27:28,delivered,188.77,mobile_app,credit_card,standard,,375,375,,standard,EST,EST
13,16,2024-12-29 00:00:00,18:35:35,2024-12-29T18:35:35,delivered,48.26,web,credit_card,economy,,655,655,,standard,CST,CST
14,13,2025-03-19 00:00:00,21:32:26,2025-03-19T21:32:26,delivered,381.14,web,credit_card,economy,FREESHIP,633,633,,standard,MST,MST
15,40,2025-01-02 00:00:00,22:06:01,2025-01-02T22:06:01,delivered,141.71,web,credit_card,express,,689,689,,standard,PST,PST
16,17,2025-05-20 00:00:00,18:05:22,2025-05-20T18:05:22,delivered,908.1,web,credit_card,standard,,524,524,,medium,MST,MST
17,23,2025-02-09 00:00:00,14:35:05,2025-02-09T14:35:05,delivered,41.67,web,credit_card,economy,,551,551,,standard,CST,CST
18,18,2025-01-08 00:00:00,09:38:38,2025-01-08T09:38:38,delivered,718.4,mobile_app,debit_card,economy,,144,144,,standard,EST,EST
19,26,2025-02-07 00:00:00,18:50:20,2025-02-07T18:50:20,delivered,863.04,mobile_app,debit_card,economy,,497,497,,standard,CST,CST
20,3,2025-06-01 00:00:00,16:55:24,2025-06-01T16:55:24,delivered,25.32,mobile_app,credit_card,standard,,702,702,,standard,CST,CST
21,19,2024-12-27 00:00:00,14:00:18,2024-12-27T14:00:18,delivered,127.45,web,credit_card,economy,,815,815,,standard,PST,PST
22,21,2025-04-07 00:00:00,20:26:24,2025-04-07T20:26:24,delivered,513.31,mobile_app,debit_card,standard,,469,469,,standard,CST,CST
23,29,2024-10-23 00:00:00,09:49:05,2024-10-23T09:49:05,delivered,147.82,web,paypal,standard,,275,275,,high,EST,EST
24,50,2024-11-17 00:00:00,15:46:57,2024-11-17T15:46:57,delivered,153.68,web,credit_card,standard,,560,560,Gift message: Happy Birthday!,medium,CST,CST
25,12,2025-02-14 00:00:00,03:35:57,2025-02-14T03:35:57,delivered,142.27,web,credit_card,economy,,896,461,,standard,EST,EST
26,35,2025-05-20 00:00:00,15:15:36,2025-05-20T15:15:36,delivered,439.0,web,credit_card,economy,WELCOME10,243,243,,standard,EST,EST
27,43,2025-09-04 00:00:00,08:33:10,2025-09-04T08:33:10,shipped,286.54,web,apple_pay,economy,,625,625,,standard,CST,CST
28,33,2025-01-29 00:00:00,10:43:24,2025-01-29T10:43:24,delivered,942.55,api,paypal,express,,61,61,,standard,EST,EST
29,43,2025-05-25 00:00:00,10:10:08,2025-05-25T10:10:08,delivered,2969.63,web,debit_card,standard,,300,300,,standard,EST,EST
30,38,2025-06-21 00:00:00,17:17:19,2025-06-21T17:17:19,delivered,51.82,mobile_web,credit_card,standard,,98,98,,standard,CST,CST
31,5,2025-08-20 00:00:00,18:17:31,2025-08-20T18:17:31,delivered,692.64,mobile_app,debit_card,economy,FREESHIP,130,130,,standard,CST,CST
