review_id,user_id,product_id,rating,review_text,review_date
1,12,2,4.3,This Clothing Product 2 is perfect for any occasion. Very versatile piece.,2024-10-18
2,5,20,2.9,The fit of this Clothing Product 20 is inconsistent. Some parts too tight.,2025-04-11
3,17,6,4.4,This Home Product 6 is incredible! Beautiful design and excellent craftsmanship.,2024-11-27
4,16,1,2.3,I'm not satisfied with this Electronics Product 1. It's not worth the investment.,2025-03-03
5,15,15,5.0,This Home Product 15 is outstanding! Well-designed and very functional.,2025-06-02
6,15,10,3.1,I'm disappointed with the overall quality of this Beauty Product 10.,2024-12-12
7,5,19,5.0,This Toys Product 19 has become my child's favorite toy. They play with it constantly.,2025-06-28
8,14,17,3.3,This Toys Product 17 is not durable enough for children's use. Breaks easily.,2025-01-25
9,2,5,4.4,The craftsmanship of this Home Product 5 is top-notch. Very well made.,2024-11-08
10,11,4,3.3,This Clothing Product 4 is not durable. Shows wear and tear immediately.,2025-04-27
11,19,10,4.8,This Beauty Product 10 is perfect for my morning routine. Quick and effective.,2025-04-27
12,7,17,3.8,This Toys Product 17 doesn't work as advertised. Disappointing quality.,2025-06-21
13,6,10,4.4,This Beauty Product 10 has improved my confidence. My skin looks great!,2025-06-09
14,2,17,4.0,This Toys Product 17 is outstanding! Great quality and kids love it.,2024-10-18
15,6,20,2.9,This Clothing Product 20 is not as described. The color is different and it's poorly made.,2025-07-03
16,18,5,4.4,The materials of this Home Product 5 are premium quality. Feels luxurious.,2025-07-19
17,2,2,3.6,The color of this Clothing Product 2 faded after just one wash. Poor quality.,2024-11-06
18,18,6,4.8,I'm thrilled with this Home Product 6. It's everything I hoped for and more.,2025-01-02
19,15,2,3.8,The fabric of this Clothing Product 2 pills easily. Looks worn out quickly.,2024-10-15
20,19,13,3.9,Not happy with this Home Product 13. Poor quality and doesn't meet expectations.,2025-04-16
