order_id,user_id,order_date,status,total_amount
1,4,2024-09-24,delivered,82.56
2,5,2025-01-17,delivered,498.89
3,7,2024-11-30,pending,140.72
4,13,2025-05-14,delivered,488.54
5,15,2024-09-30,delivered,211.41
6,11,2025-07-04,shipped,26.19
7,4,2025-05-15,delivered,179.08
8,13,2024-09-19,delivered,320.83
9,7,2025-06-23,delivered,343.55
10,19,2024-09-16,delivered,270.16
11,2,2024-12-09,delivered,229.41
12,10,2024-11-20,shipped,280.92
13,13,2025-07-26,delivered,300.42
14,6,2024-09-11,delivered,49.62
15,12,2025-05-03,delivered,191.13
16,12,2024-11-02,shipped,128.66
17,20,2024-12-05,delivered,403.54
18,11,2024-10-23,delivered,240.45
19,7,2025-03-06,delivered,491.88
20,1,2025-05-21,delivered,205.42
