order_id,user_id,order_date,status,total_amount
1,42,2025-08-09,delivered,17.5
2,2,2024-12-10,delivered,467.38
3,26,2024-09-24,shipped,255.51
4,17,2025-05-11,delivered,274.29
5,40,2025-03-09,delivered,345.14
6,33,2025-08-09,shipped,311.77
7,9,2025-01-26,shipped,472.51
8,43,2025-04-07,returned,472.68
9,48,2025-09-01,delivered,434.93
10,39,2024-10-13,pending,321.84
11,29,2025-06-07,delivered,402.47
12,42,2025-07-29,delivered,341.81
13,26,2025-03-23,delivered,290.95
14,35,2025-07-31,delivered,72.97
15,50,2024-10-22,shipped,407.49
16,25,2024-12-23,shipped,412.11
17,24,2024-10-06,delivered,316.71
18,13,2025-06-27,delivered,412.01
19,7,2024-11-05,shipped,329.23
20,36,2024-12-18,delivered,111.28
21,45,2025-02-25,delivered,144.24
22,20,2025-08-21,delivered,115.15
23,1,2025-03-22,shipped,194.86
24,8,2024-10-31,shipped,29.09
25,46,2025-07-23,delivered,312.94
26,16,2025-02-20,delivered,174.91
27,14,2024-10-09,delivered,331.3
28,12,2025-08-23,delivered,198.84
29,23,2024-11-29,delivered,343.99
30,15,2025-07-18,delivered,176.91
31,28,2025-02-26,pending,137.74
32,34,2025-08-13,delivered,253.06
33,2,2025-01-17,shipped,349.52
34,32,2025-08-31,shipped,180.68
35,23,2024-09-14,delivered,468.96
36,22,2025-02-12,shipped,29.2
37,25,2024-09-24,shipped,214.79
38,22,2025-02-04,delivered,484.11
39,22,2025-03-17,returned,278.51
40,49,2025-01-27,shipped,217.5
41,42,2024-12-04,pending,288.57
42,6,2025-01-31,delivered,292.2
43,15,2024-10-05,delivered,368.51
44,43,2025-01-27,delivered,72.57
45,37,2024-11-30,delivered,132.51
46,33,2024-09-14,delivered,294.47
47,8,2025-01-05,pending,434.89
48,44,2025-08-31,delivered,285.31
49,44,2024-10-12,delivered,126.91
50,5,2025-07-26,delivered,343.12
