product_id,name,category,price,stock_quantity,rating
1,Toys Product 1,Toys,861.43,127,4.7
2,Beauty Product 2,Beauty,11.92,38,5.0
3,Electronics Product 3,Electronics,513.19,337,4.5
4,Clothing Product 4,Clothing,420.32,359,3.9
5,Clothing Product 5,Clothing,226.0,128,3.9
6,Home Product 6,Home,124.27,266,2.5
7,Sports Product 7,Sports,340.93,475,4.1
8,Beauty Product 8,Beauty,943.2,440,4.0
9,Electronics Product 9,Electronics,326.59,472,2.9
10,Home Product 10,Home,521.2,433,4.0
11,Sports Product 11,Sports,704.5,150,5.0
12,Home Product 12,Home,366.81,414,3.4
13,Toys Product 13,Toys,971.92,477,3.2
14,Sports Product 14,Sports,962.64,297,4.9
15,Sports Product 15,Sports,255.52,98,4.5
16,Beauty Product 16,Beauty,499.76,262,5.0
17,Sports Product 17,Sports,304.37,251,2.9
18,Home Product 18,Home,288.42,143,4.6
19,Sports Product 19,Sports,41.7,345,4.3
20,Beauty Product 20,Beauty,611.52,111,4.0
21,Beauty Product 21,Beauty,505.17,499,4.7
22,Toys Product 22,Toys,56.22,59,4.0
23,Home Product 23,Home,282.25,368,2.5
24,Clothing Product 24,Clothing,908.72,1,3.3
25,Clothing Product 25,Clothing,243.36,384,5.0
26,Sports Product 26,Sports,149.17,303,4.9
27,Toys Product 27,Toys,492.01,253,3.7
28,Electronics Product 28,Electronics,985.72,139,4.4
29,Sports Product 29,Sports,245.84,452,5.0
30,Toys Product 30,Toys,673.77,36,4.0
31,Home Product 31,Home,762.81,159,4.0
32,Home Product 32,Home,241.45,8,4.2
33,Home Product 33,Home,729.58,232,4.5
34,Home Product 34,Home,370.94,98,3.7
35,Home Product 35,Home,634.14,146,4.5
36,Toys Product 36,Toys,635.36,303,2.4
37,Toys Product 37,Toys,538.1,207,4.3
38,Beauty Product 38,Beauty,94.84,130,4.0
39,Clothing Product 39,Clothing,836.13,403,3.8
40,Home Product 40,Home,324.18,151,3.6
41,Electronics Product 41,Electronics,190.59,53,3.5
42,Toys Product 42,Toys,45.57,119,3.3
43,Electronics Product 43,Electronics,592.94,160,2.1
44,Electronics Product 44,Electronics,679.18,407,3.8
45,Electronics Product 45,Electronics,21.5,115,4.9
46,Beauty Product 46,Beauty,514.53,74,3.7
47,Toys Product 47,Toys,230.36,112,4.5
48,Electronics Product 48,Electronics,646.95,455,3.1
49,Home Product 49,Home,178.49,419,3.0
50,Sports Product 50,Sports,692.48,421,3.4
