order_id,product_id,quantity
1,18,1
1,33,1
2,14,1
3,16,1
3,37,1
4,66,1
5,29,2
6,4,1
6,54,1
6,7,1
7,29,1
8,92,1
8,84,1
8,43,1
9,90,1
9,18,1
10,11,1
10,3,1
11,68,1
11,55,1
12,7,1
13,80,1
13,59,2
14,69,1
15,31,1
15,92,1
16,31,1
16,74,1
17,47,1
18,65,2
18,101,2
19,6,2
19,82,1
19,50,1
20,45,1
20,31,1
21,95,1
21,97,1
22,83,2
22,23,1
23,62,2
23,81,1
23,24,1
24,38,1
25,6,2
25,41,1
26,70,1
26,61,1
26,33,1
27,7,1
27,84,1
27,43,1
28,57,2
29,24,1
30,103,1
31,94,1
31,55,1
32,70,1
32,38,1
33,40,1
33,58,1
34,45,1
34,58,2
35,56,1
36,8,1
36,10,1
36,86,2
37,4,2
37,19,1
38,17,1
39,47,2
39,50,1
40,58,2
41,98,1
42,47,1
43,32,1
43,15,1
44,72,1
44,16,1
45,79,1
46,63,1
46,26,1
46,16,1
47,12,1
47,104,2
48,45,1
49,38,2
49,39,1
50,82,1
50,23,1
50,102,2
51,102,1
52,102,1
53,47,1
54,48,1
55,71,1
56,12,1
57,51,2
58,93,1
59,53,1
