order_id,product_id,quantity,unit_price,total_price,discount_amount,discount_rate,tax_amount,tax_rate,shipping_cost,product_variant,is_gift_wrapped,is_bulk_order,cross_sell_item
1,35,1,77.49,89.68,0.0,0.0,6.2,0.08,5.99,Standard,False,False,False
1,42,1,220.38,251.0,0.0,0.0,17.63,0.08,12.99,Standard,False,False,False
2,25,1,80.63,86.36,8.06,0.1,5.81,0.08,7.99,Standard,False,False,False
2,36,1,33.91,52.44,3.39,0.1,2.44,0.08,19.48,Standard,False,False,False
2,15,1,97.99,88.96,24.5,0.25,5.88,0.08,9.59,Standard,False,False,False
3,39,1,146.31,146.29,21.95,0.15,9.95,0.08,11.98,Standard,False,False,False
3,24,1,47.68,63.25,7.15,0.15,3.24,0.08,19.48,Standard,False,False,False
4,41,1,844.57,876.12,42.23,0.05,64.19,0.08,9.59,Standard,False,False,False
4,43,9,107.39,739.45,289.94,0.3,54.12,0.08,8.79,Standard,False,False,False
4,15,1,112.02,113.33,15.97,0.143,7.68,0.08,9.59,Standard,False,False,True
5,25,8,71.67,504.19,114.68,0.2,36.7,0.08,8.79,Standard,False,False,False
5,30,1,99.94,98.14,16.47,0.165,6.68,0.08,7.99,Standard,False,False,True
5,35,3,67.38,195.81,26.38,0.13,14.06,0.08,5.99,Standard,False,False,True
5,45,19,118.14,1704.74,673.39,0.3,125.7,0.08,7.79,Standard,False,True,False
6,22,1,77.36,81.19,7.74,0.1,5.57,0.08,5.99,Standard,False,False,False
7,23,1,118.82,121.06,17.82,0.15,8.08,0.08,11.98,Standard,False,False,False
8,29,4,146.32,513.67,117.06,0.2,37.46,0.08,7.99,Standard,False,False,False
8,9,3,44.18,101.03,46.39,0.35,6.89,0.08,7.99,Standard,False,False,False
8,36,3,30.14,97.61,18.09,0.2,5.79,0.08,19.48,Standard,False,False,False
9,39,5,154.92,766.08,77.46,0.1,55.77,0.08,13.18,Standard,False,False,False
10,18,3,80.78,204.29,60.59,0.25,14.54,0.08,7.99,Standard,False,False,False
10,30,1,95.72,90.69,19.14,0.2,6.13,0.08,7.99,Standard,False,False,False
10,23,1,132.8,148.23,6.64,0.05,10.09,0.08,11.98,Standard,False,False,False
10,1,1,66.41,65.37,13.28,0.2,4.25,0.08,7.99,Standard,False,False,False
11,40,1,128.43,130.82,12.84,0.1,9.25,0.08,5.99,Standard,False,False,False
11,32,1,153.38,168.56,15.34,0.1,11.04,0.08,19.48,Standard,False,False,False
12,42,32,143.25,3234.79,1604.37,0.35,238.36,0.08,16.89,Standard,False,True,False
13,42,1,187.32,184.95,28.1,0.15,12.74,0.08,12.99,Standard,False,False,False
13,32,1,144.86,152.46,21.73,0.15,9.85,0.08,19.48,Standard,False,False,False
13,30,1,101.7,101.35,15.26,0.15,6.92,0.08,7.99,Standard,False,False,False
14,9,3,47.58,115.9,42.82,0.3,7.99,0.08,7.99,Standard,False,False,False
15,12,1,142.37,173.75,0.0,0.0,11.39,0.08,19.99,Standard,False,False,False
15,49,1,61.96,72.91,0.0,0.0,4.96,0.08,5.99,Standard,False,False,False
15,30,1,119.65,137.21,0.0,0.0,9.57,0.08,7.99,Standard,False,False,False
16,5,1,61.78,72.86,12.36,0.2,3.95,0.08,19.48,Standard,False,False,False
17,46,1,58.24,71.74,2.91,0.05,4.43,0.08,11.98,Standard,False,False,False
18,23,4,132.8,556.99,26.56,0.05,40.37,0.08,11.98,Standard,True,False,False
19,8,1,23.55,28.88,2.36,0.1,1.7,0.08,5.99,Standard,False,False,False
19,28,4,90.02,343.53,54.01,0.15,24.48,0.08,12.99,Standard,False,False,False
20,42,2,209.36,442.6,20.94,0.05,31.82,0.08,12.99,Standard,False,False,False
21,22,1,73.07,73.06,10.96,0.15,4.97,0.08,5.99,Standard,False,False,False
21,28,1,90.02,95.62,13.5,0.15,6.12,0.08,12.99,Standard,False,False,False
22,50,1,14.8,22.38,1.48,0.1,1.07,0.08,7.99,Standard,False,False,False
22,30,1,107.68,112.66,10.77,0.1,7.75,0.08,7.99,Standard,True,False,False
23,33,1,346.81,346.69,34.68,0.1,24.97,0.08,9.59,Standard,False,False,False
24,2,1,563.58,587.82,28.18,0.05,42.83,0.08,9.59,Standard,True,False,False
25,39,1,172.13,197.88,0.0,0.0,13.77,0.08,11.98,Standard,False,False,False
25,50,1,16.45,25.76,0.0,0.0,1.32,0.08,7.99,Standard,False,False,False
25,25,1,89.59,104.75,0.0,0.0,7.17,0.08,7.99,Standard,False,False,False
26,9,1,50.98,49.28,12.74,0.25,3.06,0.08,7.99,Standard,False,False,False
26,16,1,992.84,813.79,248.21,0.25,59.57,0.08,9.59,Standard,False,False,False
27,21,6,17.88,99.28,21.46,0.2,6.87,0.08,6.59,Standard,False,False,False
27,41,1,800.12,787.3,80.01,0.1,57.61,0.08,9.59,Standard,False,False,False
27,37,2,346.23,681.06,69.25,0.1,49.86,0.08,7.99,Standard,False,False,False
27,9,1,50.98,49.28,12.74,0.25,3.06,0.08,7.99,Standard,False,False,False
28,36,1,37.68,60.17,0.0,0.0,3.01,0.08,19.48,Standard,False,False,False
29,41,1,755.67,703.29,113.35,0.15,51.39,0.08,9.59,Standard,False,False,False
29,30,1,83.76,71.31,25.13,0.3,4.69,0.08,7.99,Standard,False,False,False
30,32,3,153.38,466.73,46.01,0.1,33.13,0.08,19.48,Standard,False,False,False
31,8,3,20.94,60.26,12.56,0.2,4.02,0.08,5.99,Standard,False,False,False
31,41,1,755.67,703.29,113.35,0.15,51.39,0.08,9.59,Standard,False,False,False
31,11,1,133.5,106.92,40.05,0.3,7.48,0.08,5.99,Standard,False,False,False
31,39,1,146.31,146.29,21.95,0.15,9.95,0.08,11.98,Standard,False,False,False
31,37,1,327.0,308.17,49.05,0.15,22.24,0.08,7.99,Standard,True,False,False
31,17,3,33.78,93.54,20.27,0.2,6.48,0.08,5.99,Standard,False,False,False
32,40,1,135.56,145.08,6.78,0.05,10.3,0.08,5.99,Standard,False,False,False
33,38,1,139.66,133.65,27.93,0.2,8.94,0.08,12.99,Standard,False,False,False
