product_id,name,category,price,stock_quantity,rating
1,Sports Product 1,Electronics,828.38,370,3.6
2,Beauty Product 2,Sports,765.71,312,3.0
3,Clothing Product 3,Sports,575.66,484,3.9
4,Toys Product 4,Toys,956.27,327,4.1
5,Electronics Product 5,Home,204.47,6,1.9
6,Home Product 6,Toys,113.72,205,4.2
7,Electronics Product 7,Home,854.69,439,4.0
8,Clothing Product 8,Home,441.95,374,3.4
9,Sports Product 9,Electronics,847.73,450,5.0
10,Sports Product 10,Electronics,893.62,113,4.8
11,Toys Product 11,Beauty,67.15,271,3.1
12,Sports Product 12,Home,884.05,82,4.7
13,Toys Product 13,Sports,451.08,178,5.0
14,Toys Product 14,Clothing,512.88,209,4.1
15,Toys Product 15,Beauty,628.46,499,4.3
16,Home Product 16,Electronics,926.75,463,4.3
17,Beauty Product 17,Toys,24.02,327,2.3
18,Toys Product 18,Beauty,479.46,123,3.9
19,Toys Product 19,Beauty,689.28,480,3.8
20,Beauty Product 20,Beauty,724.09,112,5.0
21,Electronics Product 21,Beauty,694.07,11,4.3
22,Toys Product 22,Clothing,138.76,125,3.8
23,Home Product 23,Toys,302.9,52,3.9
24,Sports Product 24,Toys,361.92,330,4.8
25,Sports Product 25,Toys,805.42,388,3.9
26,Clothing Product 26,Home,282.37,282,3.4
27,Clothing Product 27,Sports,214.65,139,3.8
28,Sports Product 28,Toys,957.66,400,4.8
29,Sports Product 29,Beauty,13.82,389,4.4
30,Home Product 30,Beauty,997.83,96,4.0
31,Beauty Product 31,Toys,678.44,4,4.2
32,Clothing Product 32,Toys,829.33,56,3.6
33,Beauty Product 33,Beauty,298.15,411,3.8
34,Home Product 34,Home,19.24,333,3.5
35,Sports Product 35,Electronics,739.18,68,3.8
36,Toys Product 36,Electronics,834.97,117,5.0
37,Beauty Product 37,Toys,741.77,375,3.1
38,Sports Product 38,Clothing,147.14,58,3.4
39,Sports Product 39,Toys,754.66,32,3.0
40,Electronics Product 40,Toys,770.08,317,2.8
41,Beauty Product 41,Electronics,660.25,49,3.9
42,Toys Product 42,Beauty,767.29,367,3.5
43,Beauty Product 43,Toys,846.69,488,5.0
44,Sports Product 44,Beauty,615.54,18,3.8
45,Toys Product 45,Beauty,93.16,213,5.0
46,Home Product 46,Clothing,490.19,196,4.8
47,Electronics Product 47,Beauty,82.26,378,3.8
48,Sports Product 48,Electronics,410.51,449,5.0
49,Clothing Product 49,Home,410.07,477,4.2
50,Clothing Product 50,Home,70.68,46,5.0
51,Electronics Product 51,Sports,352.08,166,5.0
52,Home Product 52,Toys,115.44,451,4.3
53,Sports Product 53,Electronics,809.19,288,4.6
54,Beauty Product 54,Beauty,947.95,140,4.5
55,Electronics Product 55,Home,76.95,83,3.1
56,Home Product 56,Electronics,955.34,181,4.0
57,Beauty Product 57,Home,524.96,390,4.9
58,Clothing Product 58,Beauty,303.07,78,5.0
59,Clothing Product 59,Home,81.48,214,3.4
60,Beauty Product 60,Toys,503.12,13,4.4
61,Electronics Product 61,Toys,795.54,214,4.1
62,Clothing Product 62,Sports,708.55,402,3.9
63,Sports Product 63,Sports,54.97,127,4.3
64,Toys Product 64,Home,77.54,309,4.2
65,Beauty Product 65,Electronics,405.86,476,4.4
66,Beauty Product 66,Toys,298.81,247,5.0
67,Clothing Product 67,Electronics,236.22,403,4.6
68,Electronics Product 68,Electronics,284.6,28,4.2
69,Sports Product 69,Home,804.47,279,5.0
70,Electronics Product 70,Electronics,929.58,337,4.9
71,Home Product 71,Toys,408.08,318,3.9
72,Home Product 72,Beauty,906.58,201,3.0
73,Toys Product 73,Sports,324.89,360,3.2
74,Clothing Product 74,Beauty,479.05,56,4.7
75,Clothing Product 75,Electronics,229.9,391,3.5
76,Clothing Product 76,Beauty,642.27,217,3.2
77,Toys Product 77,Toys,979.09,61,3.4
78,Home Product 78,Toys,605.48,156,3.5
79,Electronics Product 79,Electronics,361.03,201,4.7
80,Toys Product 80,Home,649.58,16,3.9
81,Toys Product 81,Beauty,127.31,321,2.9
82,Electronics Product 82,Home,889.22,5,4.0
83,Clothing Product 83,Home,505.57,57,4.2
84,Sports Product 84,Clothing,452.1,324,3.6
85,Electronics Product 85,Electronics,587.94,411,4.9
86,Home Product 86,Sports,626.66,317,3.7
87,Beauty Product 87,Toys,76.42,168,4.9
88,Beauty Product 88,Toys,684.2,452,4.5
89,Toys Product 89,Electronics,245.72,81,4.7
90,Beauty Product 90,Sports,715.38,473,3.1
91,Sports Product 91,Toys,823.42,467,4.1
92,Clothing Product 92,Electronics,804.94,424,4.0
93,Home Product 93,Toys,554.74,432,2.9
94,Sports Product 94,Home,522.57,218,4.9
95,Home Product 95,Beauty,147.16,176,3.3
