order_id,product_id,quantity
1,82,2
1,400,3
2,169,2
2,328,2
3,203,3
3,443,2
3,343,3
4,40,3
4,439,3
4,318,1
4,55,2
4,487,1
5,11,1
6,29,3
6,54,3
6,39,1
7,315,3
7,477,3
8,245,3
8,428,2
8,187,2
9,266,2
9,418,1
10,148,2
10,325,1
10,310,3
11,500,1
11,298,2
11,347,1
11,161,1
12,417,1
12,453,2
12,85,1
13,144,2
13,410,2
13,299,1
13,11,3
14,307,3
14,131,3
14,346,1
15,224,2
15,357,2
15,35,2
15,94,1
15,415,3
15,253,1
16,409,1
16,359,1
16,84,1
16,131,2
17,497,2
17,481,1
17,146,1
17,124,2
17,314,3
18,360,2
18,62,2
18,50,3
18,57,3
18,259,3
18,22,1
19,392,3
19,415,1
19,418,3
19,403,3
20,22,2
20,308,3
20,303,2
21,169,1
21,252,1
21,466,3
22,233,2
22,70,1
22,135,1
22,431,1
23,206,3
23,177,2
23,487,1
24,68,2
24,29,3
24,364,2
24,346,1
24,162,2
24,390,3
24,165,1
25,371,1
25,124,1
26,479,3
26,439,1
27,376,1
27,441,3
27,222,3
27,137,3
28,482,1
28,79,3
29,378,2
29,467,2
29,425,3
29,441,3
30,223,1
30,444,1
30,160,3
30,63,1
30,114,2
31,151,1
31,490,2
32,49,3
32,233,3
33,26,1
33,336,2
33,304,3
34,257,3
34,240,1
34,296,2
34,127,1
35,356,1
35,74,2
35,432,2
36,286,3
37,71,3
38,249,2
38,362,3
39,56,1
39,62,1
40,270,1
40,3,2
40,51,3
40,452,3
41,154,1
41,87,3
41,94,3
41,142,3
42,398,1
43,32,1
43,440,1
44,337,1
44,469,1
45,306,1
45,478,1
45,54,2
45,99,1
46,186,3
46,52,1
46,426,1
46,71,3
46,467,1
47,275,2
47,131,2
48,442,1
48,56,2
48,268,1
48,1,2
49,251,2
49,121,3
50,159,1
50,242,2
50,75,2
51,263,1
51,185,2
51,218,3
51,405,1
51,437,3
52,488,1
52,270,1
53,220,3
54,49,2
54,282,2
54,398,2
54,194,2
54,426,3
55,267,2
55,364,1
55,70,3
56,287,3
56,200,2
56,115,3
57,172,1
58,64,3
58,259,3
58,32,3
59,290,1
59,173,1
59,225,1
60,99,3
60,286,3
60,68,1
60,2,1
60,327,2
61,238,1
61,396,2
61,280,1
61,3,1
62,5,2
62,45,1
62,356,2
63,343,2
63,476,3
63,312,3
64,500,1
64,392,1
64,404,1
65,16,3
65,463,2
65,418,1
65,473,2
66,74,2
66,315,1
67,413,2
68,110,2
69,142,2
69,287,2
69,491,2
69,401,1
70,89,1
70,441,2
70,213,2
70,414,1
71,177,2
71,293,2
71,468,1
71,334,2
72,377,2
72,334,1
72,488,1
72,96,1
72,7,1
73,287,2
73,38,1
73,171,3
74,340,1
75,349,1
75,460,3
76,433,1
76,404,2
76,83,2
76,411,2
77,398,3
77,318,2
77,462,1
77,274,3
78,421,3
78,441,3
78,239,1
79,456,2
79,291,2
80,386,3
80,175,3
81,487,2
82,406,1
83,85,3
83,343,2
84,334,2
84,409,3
84,249,3
84,41,2
84,120,2
85,237,1
86,429,2
86,26,3
86,498,2
86,415,2
87,310,1
88,123,2
88,117,3
89,174,1
90,471,3
90,63,2
91,381,1
91,328,2
91,449,3
91,356,3
92,75,2
92,448,2
93,12,1
93,288,2
94,59,3
94,361,1
94,473,1
94,236,3
94,49,3
95,412,2
95,318,1
95,413,2
95,86,1
96,414,2
96,152,1
96,194,1
97,343,3
97,76,2
97,112,1
97,228,2
97,173,3
98,361,3
99,442,2
99,459,3
100,442,1
100,327,2
101,145,3
101,305,1
102,477,3
102,384,1
102,17,3
102,370,3
102,69,3
102,255,1
103,99,2
103,498,1
103,137,1
104,181,3
104,499,1
104,230,3
104,169,2
104,160,3
104,398,1
105,381,1
106,351,1
106,396,3
107,172,1
108,438,1
109,457,3
109,133,1
110,315,2
111,383,1
111,222,3
111,22,1
111,105,2
112,465,2
112,358,2
112,484,3
113,337,1
113,389,2
113,64,2
114,213,1
114,362,3
114,247,1
114,400,1
114,282,1
114,189,2
115,326,1
115,258,2
115,493,1
116,157,1
116,415,3
116,407,1
116,305,3
117,133,1
117,223,2
117,415,1
117,16,1
117,132,1
118,455,2
118,237,3
118,316,2
118,70,2
118,410,1
119,440,3
119,12,2
119,33,1
120,394,3
121,367,2
122,413,2
122,293,2
122,394,1
123,23,1
124,165,2
124,83,1
124,53,2
125,98,2
125,10,2
125,144,3
125,479,2
125,182,2
126,65,3
126,275,1
126,209,3
126,206,2
126,423,1
127,484,2
127,163,2
128,334,3
128,309,3
128,400,1
129,396,3
129,193,3
129,112,3
130,179,1
130,353,1
130,487,2
130,336,1
131,60,2
132,46,1
132,227,2
132,221,2
132,210,3
132,310,3
132,482,3
132,282,2
133,309,2
133,235,1
133,343,3
134,222,2
134,144,1
135,405,3
136,332,2
136,109,1
137,204,2
137,177,2
138,20,1
138,204,2
139,400,1
139,107,2
140,334,2
140,289,2
141,403,2
141,329,3
141,345,1
141,436,2
142,480,2
142,335,2
142,47,2
143,235,2
143,121,1
143,303,3
143,447,3
143,222,1
143,396,1
144,437,3
144,163,2
144,255,2
144,30,1
144,481,2
145,350,3
146,24,2
146,421,3
147,241,1
147,242,3
147,320,3
147,193,2
147,377,3
148,27,2
148,320,3
149,113,2
149,370,2
149,483,1
149,436,2
149,8,2
150,373,3
150,446,3
150,394,3
151,330,1
152,55,1
152,78,2
152,173,1
153,352,2
153,172,1
153,194,3
154,427,1
154,342,2
154,220,1
155,226,1
155,49,2
155,254,2
156,498,3
156,309,1
157,243,2
157,214,3
158,122,2
158,247,1
158,489,3
158,300,3
159,438,2
159,72,3
159,77,2
159,381,2
160,317,3
160,388,2
160,164,1
161,354,2
161,47,1
161,215,2
162,382,2
162,398,2
162,145,3
163,380,2
164,87,3
164,245,3
165,257,2
165,85,3
165,492,3
166,63,1
166,228,3
166,156,2
166,441,3
166,379,2
167,408,3
167,467,1
167,279,2
168,162,3
168,176,1
169,253,3
169,232,2
169,58,3
169,51,3
169,164,1
169,351,2
170,212,2
170,410,1
170,470,3
170,42,2
171,147,1
172,139,2
173,412,1
173,335,1
174,231,1
174,227,1
174,77,2
175,443,1
175,81,3
175,31,2
175,237,2
175,389,2
176,413,2
176,251,2
177,115,1
177,498,2
177,116,1
177,493,3
177,339,3
178,173,2
178,457,2
179,179,1
179,413,2
179,26,1
179,324,2
180,168,1
180,56,3
180,126,3
180,188,3
180,476,1
181,79,2
181,311,1
182,64,1
182,411,1
183,201,1
183,22,3
183,18,2
184,230,3
185,144,2
185,176,1
185,269,1
185,391,3
186,131,3
186,243,1
186,272,3
186,385,3
187,178,1
187,410,2
187,71,1
187,375,2
188,363,2
189,425,1
189,244,3
189,382,2
189,205,1
190,180,1
190,56,3
190,88,3
190,237,1
190,105,3
190,433,1
191,427,2
191,165,3
191,419,1
192,301,2
192,55,2
193,57,3
193,459,2
194,141,1
195,12,2
195,45,1
196,412,2
196,361,1
197,383,1
197,406,2
197,193,3
198,15,2
198,133,3
199,305,1
199,143,1
199,250,2
199,474,3
200,58,3
200,260,1
200,302,2
201,93,1
201,329,3
201,200,3
201,435,2
201,121,1
201,221,1
202,43,3
202,500,2
202,259,2
202,412,3
202,3,3
202,250,2
202,404,1
203,107,1
203,64,3
204,393,2
204,372,1
205,398,1
205,479,1
205,221,1
206,182,3
