order_id,product_id,quantity
1,15,1
1,40,1
2,32,3
2,46,1
3,24,2
3,16,3
4,3,3
4,41,3
4,7,3
4,13,3
4,43,1
5,20,2
5,7,1
5,50,2
6,11,2
7,32,2
7,21,2
7,16,1
8,42,3
8,46,3
8,7,2
8,16,2
9,26,1
9,12,1
9,45,3
9,30,1
10,2,1
10,45,2
10,27,1
10,21,1
10,15,2
11,42,3
11,46,2
12,9,1
12,31,3
12,48,1
13,42,1
14,39,3
14,37,3
14,16,3
15,13,3
15,22,2
15,21,3
15,43,1
16,38,2
16,37,3
17,45,2
18,33,2
18,37,1
18,16,1
19,36,2
19,47,3
19,20,2
20,5,1
21,44,2
21,31,3
21,10,1
21,13,2
22,28,1
23,1,1
23,49,1
24,13,1
24,23,3
24,1,2
24,16,2
24,8,3
25,35,3
25,36,1
25,27,1
26,4,2
26,47,1
26,22,3
26,3,3
26,36,2
27,43,2
27,15,2
28,13,3
28,18,3
28,1,3
29,40,2
29,3,2
30,26,3
30,31,1
30,30,2
30,41,1
30,12,1
31,49,1
31,11,1
31,26,2
32,17,2
32,35,3
32,19,2
33,28,3
33,46,3
33,26,1
34,41,3
34,33,1
34,8,1
34,9,1
34,31,2
35,7,3
35,26,3
35,49,3
36,43,2
36,5,2
37,26,2
37,10,2
37,31,1
37,9,1
38,1,1
38,35,1
38,28,1
39,23,3
39,8,1
39,3,2
39,14,2
40,41,2
40,38,1
40,40,3
40,11,3
40,31,2
41,36,1
41,41,2
42,18,1
43,36,1
43,21,1
43,10,2
43,17,2
44,18,2
45,44,1
45,1,3
45,5,2
45,26,3
46,6,1
46,43,1
46,32,3
46,7,3
47,32,1
48,2,3
48,40,2
48,4,2
48,15,2
49,4,1
49,46,2
49,32,3
49,36,2
50,37,1
50,17,2
