order_id,user_id,order_date,status,total_amount
1,4,2025-05-26,delivered,484.11
2,6,2025-07-29,returned,278.51
3,45,2025-01-06,shipped,217.5
4,32,2025-05-21,pending,288.57
5,30,2025-01-16,delivered,292.2
6,47,2025-06-06,delivered,368.51
7,35,2024-09-29,delivered,72.57
8,40,2025-04-05,delivered,132.51
9,16,2025-04-02,delivered,294.47
10,13,2024-12-25,pending,434.89
11,50,2025-08-16,delivered,285.31
12,42,2024-12-29,delivered,126.91
13,30,2025-07-31,delivered,343.12
14,19,2024-11-04,pending,372.56
15,17,2025-06-07,delivered,126.74
16,19,2025-06-06,delivered,195.09
17,28,2025-08-30,delivered,271.82
18,26,2025-06-02,delivered,253.31
19,37,2025-05-09,delivered,200.91
20,26,2024-11-10,delivered,155.84
21,23,2025-07-09,delivered,58.99
22,9,2025-01-22,delivered,36.21
23,12,2025-03-20,delivered,479.69
24,1,2024-11-30,delivered,425.1
25,1,2024-10-21,delivered,183.9
26,47,2024-11-21,delivered,478.83
27,34,2025-07-08,shipped,341.62
28,32,2024-10-27,delivered,246.44
29,48,2024-12-04,delivered,251.58
30,25,2025-07-07,delivered,50.81
31,40,2025-03-14,delivered,54.94
32,45,2024-09-14,delivered,305.2
33,1,2025-01-22,delivered,281.31
34,16,2025-04-07,delivered,114.24
35,39,2025-04-14,delivered,473.64
36,5,2025-01-25,delivered,392.84
37,22,2025-03-04,pending,65.6
38,29,2025-07-13,delivered,466.16
39,3,2025-04-06,delivered,487.38
40,12,2024-10-24,delivered,498.01
41,26,2025-04-29,delivered,37.38
42,16,2025-08-13,delivered,371.15
43,37,2024-10-07,delivered,277.5
44,22,2024-09-29,delivered,355.86
45,29,2025-01-02,delivered,484.64
46,14,2025-02-05,delivered,347.13
47,28,2025-06-09,delivered,420.11
48,5,2025-06-10,delivered,434.77
49,47,2025-03-08,pending,420.86
50,49,2025-03-27,delivered,218.78
