product_id,name,category,price,stock_quantity,rating
1,Toys Product 1,Electronics,634.14,309,4.0
2,Beauty Product 2,Beauty,635.36,162,3.9
3,Electronics Product 3,Toys,538.1,207,3.9
4,Clothing Product 4,Beauty,94.84,444,4.6
5,Clothing Product 5,Electronics,836.13,168,3.6
6,Home Product 6,Toys,324.18,483,4.6
7,Sports Product 7,Sports,190.59,160,4.8
8,Beauty Product 8,Electronics,45.57,67,3.7
9,Electronics Product 9,Beauty,592.94,288,3.3
10,Home Product 10,Clothing,679.18,397,3.6
11,Sports Product 11,Home,21.5,276,4.6
12,Home Product 12,Beauty,514.53,303,4.1
13,Toys Product 13,Toys,230.36,403,4.5
14,Sports Product 14,Electronics,646.95,383,5.0
15,Sports Product 15,Home,178.49,391,4.2
16,Beauty Product 16,Electronics,692.48,134,3.4
17,Sports Product 17,Toys,389.8,194,4.8
18,Home Product 18,Electronics,937.05,400,4.0
19,Sports Product 19,Clothing,141.83,127,4.7
20,Beauty Product 20,Home,344.36,32,4.9
21,Beauty Product 21,Home,117.91,175,3.2
22,Toys Product 22,Toys,925.07,459,5.0
23,Home Product 23,Clothing,877.95,442,4.7
24,Clothing Product 24,Beauty,261.65,370,3.5
25,Clothing Product 25,Electronics,661.68,469,4.2
26,Sports Product 26,Sports,818.14,374,4.2
27,Toys Product 27,Electronics,557.42,21,4.0
28,Electronics Product 28,Electronics,532.0,237,4.7
29,Sports Product 29,Beauty,245.64,157,5.0
30,Toys Product 30,Electronics,97.64,37,4.0
31,Home Product 31,Clothing,897.73,229,5.0
32,Home Product 32,Clothing,900.92,364,4.8
33,Home Product 33,Home,634.94,50,4.2
34,Home Product 34,Toys,342.33,437,4.1
35,Home Product 35,Sports,352.46,263,3.1
36,Toys Product 36,Electronics,727.33,282,2.8
37,Toys Product 37,Electronics,897.62,26,4.1
38,Beauty Product 38,Beauty,887.65,225,3.3
39,Clothing Product 39,Toys,780.98,276,4.0
40,Home Product 40,Clothing,643.82,285,3.6
41,Electronics Product 41,Sports,88.72,96,2.6
42,Toys Product 42,Home,165.82,283,4.3
43,Electronics Product 43,Clothing,899.06,366,3.7
44,Electronics Product 44,Toys,608.4,447,4.1
45,Electronics Product 45,Home,14.15,480,3.3
46,Beauty Product 46,Beauty,105.96,452,3.7
47,Toys Product 47,Beauty,665.18,316,5.0
48,Electronics Product 48,Electronics,10.04,303,4.1
49,Home Product 49,Toys,165.0,146,4.4
50,Sports Product 50,Sports,550.99,3,3.0
