product_id,name,category,price,stock_quantity,rating
1,Home Product 1,Electronics,388.17,371,5.0
2,Clothing Product 2,Electronics,851.88,349,3.6
3,Electronics Product 3,Home,320.34,46,4.1
4,Home Product 4,Beauty,173.65,354,3.5
5,Home Product 5,Beauty,559.02,310,3.5
6,Electronics Product 6,Toys,936.47,423,3.8
7,Clothing Product 7,Toys,697.55,307,3.8
8,Electronics Product 8,Toys,572.21,143,3.5
9,Toys Product 9,Toys,101.69,268,3.6
10,Home Product 10,Toys,616.93,369,4.9
11,Sports Product 11,Toys,990.1,123,5.0
12,Sports Product 12,Sports,144.38,105,3.6
13,Beauty Product 13,Beauty,520.74,157,3.7
14,Electronics Product 14,Toys,877.99,146,4.4
15,Electronics Product 15,Beauty,742.06,144,5.0
16,Beauty Product 16,Beauty,698.53,119,4.1
17,Beauty Product 17,Clothing,703.97,318,4.8
18,Beauty Product 18,Sports,362.69,274,5.0
19,Home Product 19,Toys,297.12,91,4.3
20,Toys Product 20,Electronics,810.31,57,4.7
21,Electronics Product 21,Home,811.06,438,4.5
22,Home Product 22,Electronics,867.74,345,4.8
23,Beauty Product 23,Sports,913.67,228,3.2
24,Electronics Product 24,Home,513.79,473,4.2
25,Home Product 25,Sports,504.01,116,4.4
26,Toys Product 26,Beauty,799.3,317,4.4
27,Home Product 27,Home,651.71,278,4.9
28,Toys Product 28,Beauty,703.46,126,4.4
29,Beauty Product 29,Electronics,796.81,392,3.1
30,Toys Product 30,Electronics,890.56,395,4.5
31,Electronics Product 31,Home,341.31,128,3.3
32,Beauty Product 32,Home,378.71,57,3.4
33,Electronics Product 33,Toys,98.51,121,3.7
34,Sports Product 34,Sports,580.39,0,3.9
35,Clothing Product 35,Toys,40.76,238,2.8
36,Toys Product 36,Sports,468.27,289,4.9
37,Clothing Product 37,Toys,544.93,95,3.1
38,Clothing Product 38,Beauty,290.11,125,5.0
39,Toys Product 39,Home,592.88,117,3.1
40,Beauty Product 40,Electronics,35.35,47,5.0
41,Sports Product 41,Sports,42.16,88,4.0
42,Electronics Product 42,Sports,823.49,487,2.6
43,Home Product 43,Electronics,363.39,236,3.2
44,Electronics Product 44,Toys,131.43,372,5.0
45,Home Product 45,Sports,524.63,384,4.4
46,Electronics Product 46,Beauty,771.14,271,3.9
47,Toys Product 47,Home,219.74,188,2.2
48,Sports Product 48,Electronics,624.78,486,5.0
49,Home Product 49,Home,89.92,191,5.0
50,Beauty Product 50,Sports,56.42,446,5.0
