order_id,product_id,quantity
1,9634,3
2,18446,2
2,4419,3
3,2004,1
4,3659,2
5,12161,1
5,7667,3
6,18705,1
6,8756,1
6,14771,1
6,8339,2
6,17507,3
6,3859,1
7,11964,3
7,17918,1
7,9772,3
7,18508,1
7,11367,2
8,8440,3
8,4020,2
8,18358,1
9,8411,3
10,2775,1
10,9293,3
11,4110,3
12,17673,1
12,19979,3
12,18876,2
12,1952,2
12,6070,1
13,17139,3
13,18671,1
14,17642,1
14,10685,2
14,18406,3
15,16867,1
15,16873,3
15,6815,3
15,4557,2
16,8409,3
16,15969,1
17,6188,3
17,12868,2
18,9706,2
18,2283,3
19,14814,1
19,15199,1
20,3830,2
20,11577,1
20,18900,2
20,12535,1
20,15930,3
20,7483,2
21,7443,1
22,17924,3
23,12376,1
24,2657,3
24,7707,2
24,17545,3
25,13753,3
25,6558,3
26,13337,2
26,18800,3
26,15097,1
26,3042,3
26,7293,2
26,12458,1
27,14411,1
27,2653,1
28,3647,3
29,8210,1
29,3376,2
30,10504,3
30,6308,1
30,5883,2
31,19565,1
31,10983,1
31,454,2
31,12296,2
32,3189,3
32,8351,1
33,12492,3
33,7047,3
34,8290,1
34,15017,1
35,5245,1
36,3434,2
36,15459,3
36,6706,1
36,5642,2
36,7901,1
37,19210,1
37,6537,3
37,19737,2
38,11583,3
39,1795,3
39,13315,3
40,14712,2
40,5652,1
40,978,3
41,4269,3
41,15647,2
41,17727,1
41,17264,2
41,1921,1
41,8942,2
42,14796,3
42,18062,1
42,3713,1
43,17918,3
43,8510,2
43,9659,3
43,12119,3
44,6172,1
44,1557,2
45,1315,3
45,17970,3
45,4748,3
46,12538,1
46,19103,1
46,5317,3
46,12785,3
46,18199,3
47,15608,3
47,13035,3
48,16563,2
48,4536,3
48,19146,1
48,18227,3
49,232,1
49,2396,2
49,12185,3
49,1212,1
50,7979,3
50,1714,2
50,377,1
50,1498,1
50,18178,2
51,1275,1
51,13786,3
51,15963,1
51,3231,1
51,13239,1
52,7803,2
52,16935,2
52,18291,1
53,6264,1
53,10392,2
53,15640,1
53,12013,1
53,1978,3
53,4237,3
54,7999,3
54,6380,3
55,1421,2
55,15181,1
55,3767,2
55,1217,1
56,14346,3
56,2670,2
56,18722,1
56,458,3
56,19855,3
56,10151,1
57,18782,3
57,18027,2
57,2270,3
57,3702,1
58,4849,3
58,4053,1
58,1699,1
59,14326,1
60,249,3
60,2817,2
60,1591,2
60,4467,3
60,7491,1
60,471,2
60,4466,2
61,15168,1
61,8260,1
61,2321,2
61,9711,1
61,11891,2
62,3245,3
62,5946,3
63,7483,3
63,18620,3
63,9374,2
64,18523,1
64,10402,1
64,522,1
64,3075,3
64,14458,3
65,8584,2
66,10093,3
66,14556,1
66,12759,1
66,6124,2
66,8664,3
66,1669,3
66,18293,3
66,12067,3
66,8707,3
67,13568,1
67,13863,3
67,4753,1
67,11501,3
68,18746,3
68,16328,3
68,10172,2
69,19632,3
69,5355,3
69,16764,1
69,15999,3
70,8533,3
70,2715,1
70,16151,3
70,14691,1
71,1364,3
71,15446,3
71,12669,3
72,17481,2
73,18200,3
73,18617,2
73,14262,3
74,9064,1
74,6144,1
74,14240,2
75,5947,3
75,5249,2
75,8937,3
75,11264,2
75,813,2
76,17054,2
77,11193,1
77,4951,2
78,5442,3
78,8998,1
78,6329,2
79,16852,2
80,17924,2
80,7522,2
80,12815,2
80,880,3
81,18407,3
81,18592,2
