review_id,user_id,product_id,rating,review_text,review_date
1,9,3,3.0,This Playmobil Virtual Reality Set - Navy is not durable enough for children's use. Breaks easily.,2025-07-18
2,7,12,4.3,I love how this Olay Hair Serum - Orange feels on my skin. Smooth and non-greasy.,2025-04-07
3,9,8,5.0,This Samsung Gaming PC RTX 4080 delivers on every promise. Highly satisfied with my purchase.,2024-12-29
4,8,3,4.0,This Playmobil Virtual Reality Set - Navy is perfect for children. Excellent quality and design.,2025-08-31
5,2,1,5.0,Love this Lightning Cable - Gray! It exceeded my expectations and the price was reasonable.,2025-05-19
6,1,3,1.9,The materials used in this Playmobil Virtual Reality Set - Navy are substandard for children.,2024-10-14
7,7,5,4.7,The materials used in this Soccer Ball - Orange are top-quality and durable.,2025-09-03
8,7,15,4.1,This Lululemon Sweater - Red (XXL) is exactly what I needed. Perfect for my wardrobe.,2025-08-11
9,8,14,3.8,The quality control for this Barbie Word Search is lacking. Defects are visible.,2024-10-26
10,5,3,4.1,I love how this Playmobil Virtual Reality Set - Navy encourages creativity and imagination.,2024-12-15
