review_id,user_id,product_id,rating,review_text,review_date
1,12,7,3.7,The performance of this Electronics Product 7 is inconsistent and unreliable.,2025-02-14
2,8,2,4.4,I'm completely satisfied with this Beauty Product 2. It delivers on its promises.,2025-05-20
3,15,3,3.8,The materials of this Sports Product 3 are not suitable for athletic use.,2025-09-04
4,11,1,3.5,This Sports Product 1 is poorly designed. Uncomfortable and ineffective.,2025-01-29
5,6,5,3.7,This Clothing Product 5 is not comfortable for daily wear. Too restrictive.,2025-05-25
6,8,1,4.3,This Sports Product 1 is perfect for my workouts! Great quality and very durable.,2025-06-21
7,9,8,4.0,I'm impressed with the overall quality of this Home Product 8.,2025-08-20
8,4,1,4.6,I'm impressed with how well this Sports Product 1 holds up during intense use.,2024-11-10
9,1,11,3.1,Terrible Clothing Product 11. Uncomfortable and the quality is very poor.,2025-05-01
10,14,1,3.4,I'm frustrated with this Sports Product 1. It's not working as advertised.,2025-04-13
11,1,2,4.6,The quality of this Beauty Product 2 is exceptional. Worth the investment.,2024-12-29
12,10,2,3.4,This Beauty Product 2 is not effective. No improvement in my skin.,2025-02-08
13,4,12,5.0,This Electronics Product 12 delivers on every promise. Highly satisfied with my purchase.,2025-04-04
14,12,6,5.0,I'm thrilled with this Home Product 6. It's everything I hoped for and more.,2025-07-24
15,14,7,5.0,I'm impressed by how well this Electronics Product 7 handles everything I throw at it.,2024-09-04
