order_id,user_id,order_date,status,total_amount
1,4,2025-03-26,delivered,82.56
2,5,2025-04-23,delivered,498.89
3,7,2024-12-22,pending,140.72
4,13,2024-10-13,delivered,488.54
5,15,2025-07-24,delivered,211.41
6,11,2024-11-18,shipped,26.19
7,4,2024-12-28,delivered,179.08
8,13,2024-12-01,delivered,320.83
9,7,2025-01-22,delivered,343.55
10,19,2024-11-12,delivered,270.16
11,2,2024-12-30,delivered,229.41
12,10,2024-09-09,shipped,280.92
13,13,2025-06-05,delivered,300.42
14,6,2025-03-30,delivered,49.62
15,12,2024-10-23,delivered,191.13
16,12,2024-12-19,shipped,128.66
17,20,2024-09-21,delivered,403.54
18,11,2024-09-25,delivered,240.45
19,7,2025-04-06,delivered,491.88
20,1,2024-12-26,delivered,205.42
