order_id,product_id,quantity,unit_price,total_price,discount_amount,discount_rate,tax_amount,tax_rate,shipping_cost,product_variant,is_gift_wrapped,is_bulk_order,cross_sell_item
1,119,1,92.98,88.33,18.6,0.2,5.95,0.08,7.99,Standard,False,False,False
2,37,1,156.3,181.79,0.0,0.0,12.5,0.08,12.99,Standard,False,False,False
2,96,1,206.2,235.69,0.0,0.0,16.5,0.08,12.99,Standard,False,False,False
2,16,1,24.04,41.55,3.61,0.15,1.63,0.08,19.48,Standard,False,False,False
3,110,1,87.38,97.64,4.37,0.05,6.64,0.08,7.99,Standard,True,False,False
3,82,1,179.6,203.75,8.98,0.05,13.65,0.08,19.48,Standard,False,False,False
4,181,10,41.37,329.65,124.11,0.3,23.17,0.08,16.89,Standard,False,True,False
4,43,1,339.5,339.58,33.95,0.1,24.44,0.08,9.59,Standard,False,False,False
4,5,2,6.34,25.32,1.27,0.1,0.91,0.08,12.99,Standard,False,False,False
5,118,1,212.36,207.93,31.85,0.15,14.44,0.08,12.99,Standard,False,False,False
5,177,3,38.12,113.71,21.11,0.185,7.46,0.08,12.99,Standard,False,False,True
5,126,1,6.06,17.57,1.82,0.3,0.34,0.08,12.99,Standard,False,False,False
5,169,2,125.35,241.69,38.94,0.155,16.94,0.08,12.99,Standard,False,False,True
5,165,1,109.81,101.44,15.89,0.145,7.51,0.08,0.0,Standard,False,False,True
6,53,6,71.72,432.57,43.03,0.1,30.98,0.08,14.29,Standard,False,False,False
7,112,9,345.42,3036.02,310.88,0.1,223.83,0.08,14.29,Standard,False,False,False
8,88,1,364.14,408.86,0.0,0.0,29.13,0.08,15.59,Standard,False,False,False
8,174,1,59.0,63.89,8.72,0.148,4.02,0.08,9.59,Standard,False,False,True
9,151,1,28.48,40.68,2.85,0.1,2.05,0.08,12.99,Standard,False,False,False
9,160,1,22.82,35.17,2.28,0.1,1.64,0.08,12.99,Standard,False,False,False
10,118,1,212.36,207.93,31.85,0.15,14.44,0.08,12.99,Standard,False,False,False
10,3,7,31.67,222.08,22.17,0.1,15.96,0.08,6.59,Standard,False,False,False
11,123,1,43.32,52.76,6.5,0.15,2.95,0.08,12.99,Standard,False,False,False
12,175,1,32.2,41.54,4.83,0.15,2.19,0.08,11.98,Standard,False,False,False
13,62,1,501.78,467.82,75.27,0.15,34.12,0.08,7.19,Standard,False,False,False
14,69,3,46.72,149.8,7.01,0.05,10.65,0.08,5.99,Standard,False,False,False
15,145,8,19.16,163.29,15.33,0.1,11.04,0.08,14.29,Standard,False,False,False
16,165,1,128.38,138.65,0.0,0.0,10.27,0.08,0.0,Standard,False,False,False
16,178,1,64.69,82.86,0.0,0.0,5.18,0.08,12.99,Standard,False,False,False
