order_id,product_id,quantity
1,53,3
1,34,3
2,47,2
2,54,1
3,78,3
3,154,3
4,118,2
5,198,1
6,129,1
6,133,1
7,77,2
7,153,3
7,33,1
7,171,3
7,74,3
8,182,2
8,118,1
8,66,1
9,2,2
9,87,1
10,66,1
10,152,1
10,174,3
11,31,3
11,55,2
12,135,2
12,23,3
12,100,3
12,44,1
13,172,1
13,163,3
14,47,1
14,145,1
14,181,1
14,61,3
14,137,2
15,124,1
15,69,3
15,7,3
15,106,1
15,109,1
16,164,2
16,93,2
16,51,3
16,168,3
16,133,1
17,182,2
18,41,2
19,160,1
19,120,3
19,101,1
19,61,3
20,5,2
20,88,1
20,199,2
20,186,2
21,58,3
21,19,3
22,166,3
22,37,3
22,158,2
22,175,2
23,144,1
23,66,2
24,89,1
24,157,3
24,174,1
24,59,1
24,192,2
25,94,1
25,6,3
25,19,2
25,14,2
26,154,2
26,183,3
26,64,2
26,3,2
27,161,3
27,104,2
27,29,3
28,63,1
28,44,2
29,181,1
29,139,3
29,65,3
30,165,1
31,94,2
31,6,3
31,159,3
32,23,3
32,182,1
32,4,2
33,1,2
34,172,3
34,185,1
34,7,1
35,163,2
35,121,3
35,8,2
36,7,1
36,5,3
36,114,3
36,79,1
37,129,2
37,85,2
38,80,2
38,169,1
38,66,3
38,150,1
38,192,2
38,14,2
38,173,1
39,126,3
39,140,1
39,34,3
39,79,1
39,8,2
39,191,1
39,97,2
40,110,3
40,132,2
41,135,3
41,15,1
41,167,1
42,79,1
42,49,1
43,162,2
43,127,3
43,37,3
44,46,2
44,107,2
45,14,1
45,130,3
45,192,1
45,186,1
46,10,3
47,167,1
47,46,1
47,23,3
47,98,3
48,39,1
48,68,1
48,14,3
48,76,3
48,188,2
49,146,2
50,58,1
50,164,3
50,92,1
51,41,1
51,186,3
52,45,1
52,55,3
52,186,1
53,15,1
53,98,2
53,94,2
53,186,1
54,94,2
54,170,1
55,198,3
55,65,2
56,49,1
56,88,3
56,3,1
56,95,2
57,85,2
57,196,1
58,188,3
58,11,2
58,102,3
58,154,2
59,192,2
59,132,1
59,91,2
59,76,2
60,174,2
61,109,2
61,165,1
61,96,3
62,85,1
62,153,2
63,32,3
63,148,1
64,51,1
64,176,2
65,66,3
65,181,2
65,52,1
66,89,3
66,146,3
67,119,3
67,19,2
67,167,2
68,65,1
68,5,2
68,74,3
69,79,1
69,185,1
70,51,2
70,76,2
70,38,1
70,120,3
70,127,2
71,121,1
71,141,1
72,200,3
72,176,1
72,143,3
72,110,1
73,141,3
73,35,2
73,170,1
74,196,2
74,8,1
75,66,2
75,107,2
76,35,2
76,188,2
76,120,1
77,83,2
77,196,2
77,51,1
78,158,2
78,90,3
79,84,3
79,100,2
80,26,3
80,176,2
80,165,3
80,193,1
81,107,1
81,88,1
81,164,2
81,167,2
81,163,1
82,138,3
82,36,2
82,154,3
83,140,1
83,52,3
84,121,2
84,118,2
84,141,2
84,46,2
85,169,3
85,100,2
86,47,2
86,123,3
86,177,1
86,60,1
86,190,3
87,33,3
87,175,3
88,124,1
88,43,1
88,179,2
88,172,3
89,179,2
89,129,1
89,81,3
90,58,2
90,183,1
90,27,2
90,108,1
91,88,2
91,14,1
91,47,3
92,83,1
92,123,1
92,20,3
92,57,2
93,176,2
93,200,1
93,131,2
94,35,2
95,121,2
95,90,3
95,91,1
96,89,3
96,12,3
96,171,2
96,175,1
96,153,3
97,43,2
97,193,2
97,9,2
97,167,1
97,22,1
97,75,1
98,188,2
98,182,1
98,8,1
99,193,3
100,180,2
101,75,1
101,165,3
101,178,2
102,113,1
102,127,2
103,129,1
103,109,2
104,1,3
104,196,1
104,139,3
105,37,1
105,137,1
105,195,2
106,164,3
106,111,1
107,162,3
107,20,1
108,193,1
