review_id,user_id,product_id,rating,review_text,review_date
1,1,2,3.0,The quality of this Puma Boots - Navy (Small) is not what I expected. Very disappointed.,2025-07-18
2,1,12,4.5,I'm thrilled with the results from this Olay Hair Serum - Orange. Highly effective.,2025-04-07
3,2,6,5.0,This Hair Oil is perfect for my skin type. No irritation at all.,2024-12-29
4,2,4,3.2,This Instant Pot Night Light is not suitable for daily use. Too fragile.,2025-08-31
5,6,11,3.5,I'm frustrated with this Dell Screen Protector. It doesn't work as intended.,2025-05-19
6,7,17,4.1,I love how this Playmobil Candy Land - Beige encourages creativity and imagination.,2024-10-14
7,5,6,3.6,The formula of this Hair Oil is too harsh. Caused redness and irritation.,2025-09-03
8,1,5,2.8,Very disappointed with this Soccer Ball - Orange. It's flimsy and overpriced.,2025-08-11
9,1,20,4.1,I love the style and fit of this Under Armour Lingerie Set (Small). It's become my favorite piece.,2024-10-26
10,3,2,3.2,The design of this Puma Boots - Navy (Small) is impractical and uncomfortable.,2024-12-15
