order_id,product_id,quantity
1,80,1
1,10,1
2,88,1
3,7,1
4,26,1
5,59,1
5,19,1
5,41,1
5,92,1
5,24,1
6,36,1
7,74,1
7,98,1
7,21,1
8,82,1
8,55,2
9,5,1
9,69,1
10,42,1
11,3,1
11,87,1
12,45,1
13,65,1
14,6,1
15,94,1
16,56,2
16,88,1
17,46,1
17,97,2
17,25,1
17,22,1
18,17,1
18,28,1
18,94,1
19,5,1
19,49,1
19,82,1
20,85,1
20,14,1
20,84,1
20,3,1
20,7,1
21,89,1
22,54,1
23,35,1
23,80,1
23,78,2
24,80,1
24,16,1
25,78,1
25,26,2
26,46,1
26,91,1
26,53,1
26,38,1
26,21,1
27,86,1
28,74,1
29,12,1
30,93,1
31,30,1
32,34,1
32,60,2
32,7,1
32,13,1
32,23,1
33,98,1
34,18,1
35,46,1
36,35,1
36,94,1
36,12,2
36,48,1
36,44,1
37,54,1
37,84,1
37,22,3
37,15,2
38,76,1
39,57,1
39,24,1
40,88,2
40,94,1
41,15,1
41,53,1
41,57,1
41,6,1
42,96,1
42,74,1
43,44,1
43,67,1
43,89,1
43,90,1
43,80,1
44,72,1
44,79,1
45,61,1
46,10,1
46,97,2
46,63,1
46,42,1
47,52,1
47,31,1
48,12,1
48,64,1
49,84,1
49,3,1
50,1,1
50,12,3
51,66,1
51,72,1
52,47,1
52,7,1
52,29,1
52,59,1
52,43,1
53,98,1
54,46,1
55,38,1
55,71,1
55,67,1
55,48,2
55,90,2
56,33,1
56,79,1
57,28,1
57,59,1
57,25,1
57,92,1
58,16,1
58,99,1
58,58,1
59,1,1
59,68,2
59,95,1
59,7,1
59,71,2
60,75,1
61,14,1
61,50,1
61,85,1
62,78,1
62,89,1
63,38,1
63,58,2
63,18,1
63,53,2
63,78,2
64,71,1
64,81,1
64,28,1
65,87,2
65,17,1
66,65,1
66,70,2
66,89,1
66,82,1
66,42,2
67,87,1
67,96,1
67,69,2
68,4,1
68,49,1
69,97,1
70,88,1
70,33,1
70,19,1
70,8,1
70,89,1
71,87,1
71,95,1
72,50,1
72,31,1
73,89,1
73,86,1
73,7,3
74,41,1
74,71,1
74,7,1
74,2,2
74,96,2
75,91,1
75,83,1
75,48,1
75,97,2
76,58,1
77,24,1
77,23,1
77,95,1
78,17,1
78,21,1
79,91,1
79,20,1
80,100,1
80,81,1
81,74,1
81,71,1
82,29,1
82,24,1
83,70,1
84,29,1
85,43,1
85,47,1
85,38,1
86,97,1
86,84,1
86,2,1
86,15,1
86,86,1
87,42,1
88,15,1
88,50,1
88,33,1
89,48,1
89,66,1
89,58,1
90,11,1
90,13,2
91,1,1
91,81,1
92,88,1
92,55,1
92,14,2
93,56,1
93,83,1
93,10,1
94,12,1
94,10,1
95,74,1
95,30,1
96,52,1
96,56,1
97,1,1
98,97,1
98,96,1
99,65,1
100,39,1
100,78,1
100,12,1
101,4,1
101,61,1
101,21,1
102,70,1
102,38,1
102,82,1
103,94,2
103,83,1
103,48,2
104,6,1
105,69,1
105,71,1
106,93,1
106,45,1
106,28,1
107,29,1
108,15,1
109,7,1
109,97,1
109,71,1
110,13,1
111,43,1
111,46,1
112,80,1
113,63,1
114,40,1
114,89,1
115,41,1
115,55,1
116,92,1
116,95,1
116,83,1
117,62,1
117,60,1
117,58,1
118,78,1
119,18,1
120,94,1
121,10,1
122,81,1
122,4,1
122,75,1
123,34,1
124,61,1
124,84,1
124,100,1
124,20,2
124,47,1
125,12,1
125,51,1
126,79,1
127,18,1
127,58,1
127,21,1
128,95,1
128,94,1
128,62,1
128,46,1
128,6,1
129,47,1
130,6,1
130,84,1
130,42,2
130,14,2
131,70,1
132,49,1
132,47,1
133,33,1
134,67,1
134,52,1
134,46,1
134,45,1
135,22,1
136,36,1
136,28,1
137,16,1
137,85,1
138,62,1
138,87,1
138,27,1
139,17,1
140,81,1
141,19,1
141,8,1
141,22,1
141,34,3
142,93,1
142,94,1
143,58,1
144,62,1
144,22,1
145,75,1
146,85,1
147,88,1
148,76,1
148,9,1
149,26,1
150,88,1
