order_id,user_id,order_date,status,total_amount
1,3500,2024-10-09,delivered,333.13
2,4653,2025-03-11,delivered,298.27
3,1118,2024-11-12,delivered,334.78
4,2155,2024-10-29,delivered,257.78
5,4224,2024-10-24,shipped,410.58
6,38,2025-04-25,returned,277.87
7,1633,2025-08-29,delivered,460.19
8,4294,2024-09-15,delivered,247.97
9,3776,2025-04-04,delivered,397.42
10,2055,2025-09-01,delivered,209.61
11,4086,2025-05-15,delivered,223.26
12,3404,2025-06-01,delivered,426.01
13,519,2025-07-29,delivered,62.75
14,2242,2025-02-22,delivered,286.81
15,2364,2024-10-22,shipped,365.9
16,1042,2025-04-30,delivered,377.71
17,4716,2025-01-21,delivered,299.83
18,1395,2024-12-11,shipped,229.55
19,2870,2025-03-28,delivered,137.78
20,3677,2025-02-19,delivered,455.62
21,3722,2025-02-04,delivered,191.2
22,3773,2024-11-23,delivered,401.51
23,235,2025-08-29,shipped,25.52
24,3141,2025-05-23,delivered,123.76
25,447,2024-11-07,delivered,179.34
26,4706,2025-07-09,delivered,339.07
27,8,2025-04-26,delivered,166.47
28,4558,2025-08-15,delivered,30.27
29,1000,2024-11-09,delivered,95.2
30,1335,2025-04-10,delivered,136.99
31,134,2025-02-27,delivered,96.26
32,2433,2025-07-13,delivered,109.83
33,56,2025-04-13,delivered,386.79
34,3186,2024-10-16,shipped,211.9
35,1112,2025-01-25,delivered,208.54
36,3180,2025-05-08,delivered,483.64
37,1524,2025-04-22,delivered,228.88
38,144,2025-04-03,delivered,464.55
39,2917,2025-08-11,delivered,156.54
40,2104,2025-05-30,delivered,206.31
41,620,2024-10-19,shipped,204.18
42,1887,2024-10-31,delivered,277.58
43,2021,2025-05-13,delivered,296.28
44,1409,2025-07-21,shipped,131.58
45,2922,2024-12-26,delivered,398.86
46,4735,2025-06-18,delivered,253.3
47,3374,2025-06-27,delivered,13.45
48,3477,2024-09-28,delivered,299.76
49,837,2024-10-09,delivered,401.05
50,3903,2025-01-06,delivered,132.73
51,1586,2025-03-21,shipped,28.56
52,4876,2024-11-04,delivered,405.52
53,837,2025-07-10,delivered,488.38
54,2558,2024-10-08,delivered,47.52
55,2860,2025-07-24,delivered,469.64
56,4361,2024-11-18,delivered,186.04
57,1398,2025-06-03,delivered,471.31
58,3823,2024-11-17,delivered,327.93
59,4398,2024-09-20,delivered,446.22
60,3431,2025-05-17,delivered,395.06
61,805,2025-03-04,delivered,23.72
62,1076,2025-08-17,delivered,42.07
63,4195,2024-12-24,delivered,267.61
64,2641,2025-05-06,pending,73.51
65,3085,2025-03-30,shipped,235.91
66,1414,2024-11-23,delivered,477.77
67,4453,2025-08-07,shipped,154.43
68,1664,2025-02-25,delivered,249.57
69,2976,2025-05-06,returned,198.29
70,4107,2025-03-24,shipped,318.62
71,4177,2024-12-31,delivered,104.98
72,2054,2025-04-15,shipped,137.37
73,2421,2025-08-14,delivered,430.8
74,2529,2025-04-13,delivered,407.55
75,4318,2025-02-20,delivered,396.7
