product_id,name,category,price,stock_quantity,rating
1,Sports Product 1,Sports,387.19,272,4.1
2,Home Product 2,Home,223.17,289,3.4
3,Clothing Product 3,Home,308.73,290,4.7
4,Sports Product 4,Beauty,975.42,482,3.6
5,Toys Product 5,Sports,705.88,485,3.9
6,Clothing Product 6,Electronics,713.63,233,2.7
7,Sports Product 7,Toys,99.21,407,2.7
8,Electronics Product 8,Beauty,733.44,181,4.0
9,Home Product 9,Sports,740.65,145,2.9
10,Home Product 10,Clothing,661.45,49,5.0
11,Electronics Product 11,Toys,232.29,429,2.4
12,Beauty Product 12,Toys,425.92,431,3.4
13,Toys Product 13,Beauty,847.05,102,4.0
14,Home Product 14,Clothing,671.85,32,3.7
15,Clothing Product 15,Beauty,734.1,496,3.1
16,Toys Product 16,Home,589.44,470,3.2
17,Home Product 17,Sports,452.34,88,3.2
18,Beauty Product 18,Clothing,760.26,484,3.8
19,Clothing Product 19,Toys,72.59,410,5.0
20,Toys Product 20,Beauty,674.79,384,4.1
21,Clothing Product 21,Toys,997.22,340,4.9
22,Electronics Product 22,Clothing,781.29,314,4.4
23,Sports Product 23,Toys,294.11,240,4.9
24,Electronics Product 24,Beauty,281.43,265,1.8
25,Toys Product 25,Beauty,668.88,222,3.8
26,Sports Product 26,Electronics,896.37,235,5.0
27,Electronics Product 27,Toys,580.06,152,3.5
28,Sports Product 28,Electronics,529.77,467,5.0
29,Home Product 29,Electronics,164.58,56,5.0
30,Clothing Product 30,Toys,716.88,321,3.6
31,Sports Product 31,Clothing,703.79,374,3.6
32,Home Product 32,Home,967.12,111,3.2
33,Beauty Product 33,Beauty,303.69,14,3.5
34,Electronics Product 34,Sports,757.66,411,3.0
35,Beauty Product 35,Electronics,436.89,268,4.3
36,Toys Product 36,Clothing,560.68,113,2.8
37,Home Product 37,Toys,817.37,251,4.5
38,Beauty Product 38,Clothing,225.89,499,4.5
39,Beauty Product 39,Clothing,346.15,373,2.7
40,Home Product 40,Toys,774.44,141,5.0
41,Clothing Product 41,Sports,572.61,113,4.4
42,Sports Product 42,Toys,96.96,449,4.6
43,Toys Product 43,Sports,433.03,289,3.4
44,Toys Product 44,Toys,588.7,482,4.5
45,Electronics Product 45,Electronics,909.97,356,4.9
46,Sports Product 46,Sports,192.55,24,3.9
47,Electronics Product 47,Electronics,806.92,367,5.0
48,Toys Product 48,Sports,134.97,309,4.0
49,Sports Product 49,Sports,246.02,254,4.9
50,Beauty Product 50,Toys,247.13,462,4.2
51,Clothing Product 51,Sports,878.09,267,4.5
52,Beauty Product 52,Electronics,203.02,125,2.7
53,Clothing Product 53,Toys,788.03,392,4.3
54,Home Product 54,Beauty,464.5,249,3.4
55,Electronics Product 55,Electronics,999.1,286,3.3
56,Electronics Product 56,Beauty,839.9,333,5.0
57,Home Product 57,Clothing,741.0,476,3.8
58,Sports Product 58,Toys,871.37,52,3.2
59,Home Product 59,Clothing,635.86,367,3.7
60,Toys Product 60,Toys,844.43,42,3.0
61,Home Product 61,Toys,264.82,165,5.0
62,Clothing Product 62,Electronics,102.21,41,3.4
63,Toys Product 63,Beauty,617.85,379,4.4
64,Home Product 64,Toys,437.52,455,5.0
65,Electronics Product 65,Beauty,429.31,175,3.6
66,Beauty Product 66,Toys,529.11,66,4.4
67,Clothing Product 67,Beauty,364.58,65,3.2
68,Clothing Product 68,Clothing,627.93,399,5.0
69,Sports Product 69,Electronics,35.42,82,4.7
70,Beauty Product 70,Toys,970.04,349,3.8
71,Clothing Product 71,Home,925.09,104,3.4
72,Home Product 72,Beauty,935.59,399,3.9
73,Clothing Product 73,Beauty,368.18,286,3.7
74,Clothing Product 74,Home,534.23,373,5.0
75,Clothing Product 75,Electronics,954.36,185,3.0
76,Sports Product 76,Beauty,902.83,283,4.1
77,Clothing Product 77,Electronics,791.29,3,4.0
78,Clothing Product 78,Beauty,410.29,137,3.9
79,Sports Product 79,Sports,566.52,178,3.9
80,Toys Product 80,Beauty,793.95,236,3.9
81,Beauty Product 81,Sports,276.65,17,4.7
82,Toys Product 82,Toys,628.32,302,4.5
83,Electronics Product 83,Electronics,828.79,415,4.3
84,Sports Product 84,Beauty,708.92,413,1.6
85,Sports Product 85,Clothing,482.08,419,4.2
86,Clothing Product 86,Clothing,586.69,8,2.7
87,Clothing Product 87,Home,988.73,419,4.5
88,Electronics Product 88,Clothing,603.98,28,5.0
89,Clothing Product 89,Sports,786.69,143,3.3
90,Home Product 90,Clothing,727.97,347,3.8
91,Clothing Product 91,Clothing,702.98,148,3.5
92,Clothing Product 92,Clothing,717.79,63,5.0
93,Home Product 93,Beauty,457.14,366,4.1
94,Electronics Product 94,Home,476.79,449,5.0
95,Home Product 95,Electronics,470.52,379,4.3
96,Sports Product 96,Home,38.09,186,4.2
97,Home Product 97,Sports,244.86,365,4.1
98,Beauty Product 98,Beauty,158.79,226,4.7
99,Sports Product 99,Toys,887.01,117,2.6
100,Clothing Product 100,Beauty,278.59,411,4.1
101,Sports Product 101,Clothing,142.75,438,3.9
102,Electronics Product 102,Clothing,124.17,355,4.6
103,Electronics Product 103,Sports,701.49,253,3.8
104,Home Product 104,Toys,11.05,30,3.2
105,Sports Product 105,Beauty,473.95,160,4.0
106,Clothing Product 106,Toys,123.28,214,3.1
107,Electronics Product 107,Electronics,850.42,443,2.5
108,Toys Product 108,Home,958.66,168,4.6
109,Clothing Product 109,Beauty,958.96,80,4.5
110,Toys Product 110,Toys,444.75,45,4.4
111,Beauty Product 111,Electronics,646.29,48,5.0
112,Toys Product 112,Electronics,601.71,448,3.5
113,Electronics Product 113,Home,353.29,297,2.9
114,Home Product 114,Electronics,446.84,406,3.9
115,Beauty Product 115,Sports,69.0,367,3.7
116,Sports Product 116,Electronics,796.72,282,3.3
117,Clothing Product 117,Toys,244.6,472,3.9
118,Electronics Product 118,Sports,463.22,415,3.5
119,Beauty Product 119,Electronics,483.22,466,2.5
120,Beauty Product 120,Clothing,562.91,87,3.6
121,Electronics Product 121,Electronics,818.79,120,3.1
122,Sports Product 122,Sports,693.42,2,4.2
123,Sports Product 123,Electronics,664.75,315,3.5
124,Home Product 124,Electronics,529.11,459,4.9
125,Toys Product 125,Electronics,100.48,226,5.0
126,Sports Product 126,Sports,405.0,78,4.5
127,Home Product 127,Electronics,957.53,144,2.8
128,Toys Product 128,Home,995.57,241,5.0
129,Beauty Product 129,Toys,731.85,31,5.0
130,Electronics Product 130,Home,231.38,262,4.0
131,Sports Product 131,Sports,106.38,210,5.0
132,Home Product 132,Clothing,417.69,70,3.6
133,Beauty Product 133,Home,857.29,383,2.5
134,Sports Product 134,Toys,723.25,196,3.4
135,Clothing Product 135,Beauty,884.47,57,5.0
136,Beauty Product 136,Toys,617.7,423,2.8
137,Sports Product 137,Home,134.68,468,4.0
138,Beauty Product 138,Beauty,119.22,111,4.0
139,Electronics Product 139,Sports,52.76,47,3.6
140,Electronics Product 140,Toys,569.24,434,3.6
141,Electronics Product 141,Clothing,246.67,184,4.1
142,Toys Product 142,Beauty,735.71,366,3.6
143,Clothing Product 143,Beauty,687.82,326,2.9
144,Electronics Product 144,Toys,321.52,164,4.2
145,Clothing Product 145,Home,180.92,214,4.9
146,Electronics Product 146,Beauty,106.89,330,4.7
147,Toys Product 147,Sports,738.63,329,3.4
148,Beauty Product 148,Toys,453.19,120,3.0
149,Sports Product 149,Sports,326.91,212,3.8
150,Sports Product 150,Toys,857.37,310,5.0
151,Electronics Product 151,Sports,595.65,40,4.5
152,Sports Product 152,Home,520.41,352,4.6
153,Electronics Product 153,Toys,744.66,403,4.7
154,Electronics Product 154,Clothing,816.51,288,4.3
155,Home Product 155,Home,687.64,167,4.1
156,Home Product 156,Sports,442.81,482,4.5
157,Home Product 157,Toys,382.4,33,3.6
158,Clothing Product 158,Home,772.81,317,2.9
159,Home Product 159,Sports,520.32,483,4.6
160,Electronics Product 160,Electronics,705.86,474,5.0
161,Toys Product 161,Electronics,890.95,274,3.1
162,Toys Product 162,Beauty,916.31,426,4.7
163,Beauty Product 163,Clothing,281.33,196,5.0
164,Home Product 164,Electronics,191.95,190,4.0
