order_id,product_id,quantity
1,14,1
1,11,1
2,14,1
3,13,1
4,15,1
4,3,1
5,13,1
5,17,1
5,1,1
5,22,1
5,18,1
6,2,1
6,7,1
7,23,1
8,21,1
9,6,1
10,14,1
11,4,1
11,15,1
11,21,2
11,5,1
11,16,4
12,18,1
13,20,1
14,3,1
14,9,1
14,25,1
14,14,1
15,19,1
15,22,1
15,16,3
16,18,1
16,13,1
17,23,1
18,25,1
18,14,1
19,13,2
19,22,1
19,21,1
20,19,1
20,11,2
21,17,1
21,15,1
22,5,1
22,3,1
22,16,2
22,9,2
23,13,1
23,11,1
23,21,1
23,23,1
24,22,1
25,24,1
25,3,1
25,14,1
25,4,1
25,25,2
26,2,1
27,5,1
27,8,1
28,6,1
28,3,1
28,20,1
29,5,1
29,8,1
29,15,1
29,21,1
30,22,1
30,18,1
30,6,1
30,3,1
31,9,1
31,15,1
32,16,4
32,4,1
33,23,1
34,22,1
34,13,2
34,9,3
34,1,2
34,19,2
35,10,1
35,25,1
35,8,1
36,22,1
36,25,1
37,21,1
37,4,1
37,2,1
38,3,1
38,10,1
38,11,1
39,12,1
39,17,1
40,16,2
41,11,2
41,4,1
41,15,3
42,24,1
42,22,1
42,13,1
42,18,1
43,22,1
43,24,1
44,12,1
44,4,1
44,22,1
45,20,1
45,8,1
46,23,1
46,10,1
47,2,1
48,4,1
48,8,1
49,22,1
49,24,1
50,24,1
50,5,1
51,20,1
51,14,1
51,9,1
52,12,1
52,4,1
52,22,1
52,18,1
52,21,1
53,22,1
53,7,1
54,11,1
55,19,1
56,18,1
56,7,1
56,19,1
57,20,1
58,5,1
58,18,1
58,9,1
58,6,1
59,19,1
59,11,1
59,1,1
60,24,1
60,3,1
61,4,1
61,15,1
62,22,1
63,1,2
63,2,2
64,4,1
64,16,1
65,5,1
65,3,1
66,23,1
66,11,1
67,17,1
68,23,1
69,25,1
69,18,1
69,24,2
70,15,1
70,13,1
71,22,1
71,9,1
72,3,1
72,14,2
72,4,1
72,24,1
73,11,1
73,22,1
74,25,1
74,14,1
74,24,1
75,17,1
76,8,1
76,4,1
76,12,2
77,14,2
77,18,2
78,21,1
78,18,1
79,9,1
79,1,1
79,6,2
80,6,1
80,5,1
81,21,2
82,17,1
83,11,1
83,6,1
84,19,1
84,20,1
84,3,2
85,3,1
86,16,1
86,20,2
86,15,1
87,10,1
87,22,1
88,2,2
88,8,1
88,13,1
89,25,1
89,5,1
89,9,1
89,10,1
90,23,1
90,8,1
91,3,1
91,13,1
91,24,1
92,19,1
92,14,1
92,13,1
92,23,2
93,20,1
94,12,1
94,3,1
94,14,1
95,13,1
95,10,1
96,3,1
96,17,1
96,21,1
97,24,1
97,21,1
98,7,1
99,25,1
100,25,1
