order_id,user_id,order_date,status,total_amount
1,12,2024-12-01,delivered,17.79
2,1,2025-03-04,delivered,60.79
3,39,2024-11-21,delivered,428.49
4,44,2025-04-08,delivered,49.95
5,43,2025-06-13,delivered,37.79
6,22,2025-06-08,cancelled,19.95
7,44,2025-03-01,delivered,18.95
8,2,2025-07-12,cancelled,85.79
9,50,2025-06-22,delivered,44.79
10,13,2024-11-06,delivered,17.49
11,16,2025-05-09,delivered,15.99
12,50,2025-01-23,delivered,28.79
13,30,2025-07-09,delivered,19.99
14,30,2025-05-16,delivered,32.79
15,36,2024-12-06,cancelled,26.49
16,40,2024-10-14,returned,48.49
17,36,2025-01-16,delivered,15.49
18,29,2025-03-20,delivered,98.0
19,50,2024-10-23,delivered,532.95
20,18,2025-01-18,delivered,109.95
21,18,2025-02-21,returned,41.99
22,9,2025-05-07,delivered,79.95
23,46,2025-04-08,delivered,15.0
24,35,2025-01-10,delivered,15.49
25,25,2024-09-25,delivered,71.99
26,49,2024-12-11,delivered,19.0
27,20,2024-10-28,returned,15.49
28,35,2024-10-30,delivered,15.79
29,15,2025-01-04,delivered,15.49
30,2,2025-02-03,delivered,37.49
31,47,2025-04-30,delivered,59.95
32,40,2024-12-22,returned,80.79
33,37,2024-11-19,delivered,80.49
34,9,2024-10-03,delivered,70.0
35,25,2025-02-23,delivered,26.0
36,49,2024-09-30,delivered,17.49
37,17,2024-10-10,delivered,15.79
38,4,2024-09-06,delivered,99.99
39,50,2024-09-14,delivered,27.99
40,16,2025-04-14,delivered,21.95
41,16,2025-05-20,delivered,107.79
42,14,2025-01-11,delivered,15.0
43,11,2024-12-03,cancelled,76.99
44,50,2024-10-14,cancelled,44.99
45,38,2025-08-01,delivered,15.49
46,26,2024-09-17,delivered,30.79
47,45,2024-10-11,delivered,87.0
48,44,2024-12-05,delivered,73.79
49,3,2025-02-17,delivered,147.0
50,5,2024-12-30,delivered,46.49
51,32,2025-06-01,cancelled,965.49
52,46,2025-05-06,delivered,15.79
53,42,2025-03-16,delivered,22.79
54,50,2025-01-05,delivered,31.79
55,18,2025-02-25,delivered,15.99
56,18,2024-09-30,delivered,93.49
57,37,2024-12-02,delivered,81.99
58,32,2024-10-07,delivered,33.95
59,23,2024-10-18,delivered,19.79
60,45,2024-09-30,delivered,15.79
61,13,2025-06-13,delivered,15.49
62,36,2024-10-27,delivered,69.49
63,29,2024-10-19,delivered,26.95
64,26,2024-11-12,delivered,21.79
65,24,2025-01-08,delivered,54.49
66,48,2024-12-18,delivered,105.49
67,18,2025-03-03,delivered,42.95
68,21,2025-05-23,delivered,45.95
69,13,2025-04-07,delivered,130.79
70,49,2024-12-25,delivered,39.99
71,13,2025-03-07,delivered,24.0
72,1,2024-11-08,delivered,64.99
73,4,2024-12-17,delivered,25.95
74,41,2024-10-03,delivered,22.99
75,37,2025-03-11,delivered,118.0
76,12,2024-09-12,delivered,24.49
77,8,2024-10-13,delivered,15.99
78,37,2024-11-27,delivered,46.95
79,37,2024-09-16,delivered,22.95
80,8,2024-12-16,delivered,24.79
81,40,2025-04-03,delivered,52.49
82,29,2025-03-06,delivered,28.49
83,20,2024-12-13,delivered,41.99
84,49,2025-04-10,delivered,15.99
85,11,2025-03-28,delivered,15.95
86,1,2025-01-28,delivered,134.49
87,19,2025-07-24,delivered,32.0
88,45,2024-10-05,delivered,15.95
89,17,2024-10-21,delivered,15.95
90,28,2025-05-26,delivered,15.95
91,18,2024-10-12,delivered,36.95
92,20,2024-12-06,delivered,21.0
93,29,2025-05-21,delivered,17.49
94,18,2025-01-01,delivered,33.99
95,39,2025-07-18,delivered,53.0
96,39,2025-03-24,delivered,25.79
97,38,2024-09-15,cancelled,18.0
98,37,2025-07-17,delivered,21.49
99,34,2024-11-22,returned,46.95
100,38,2025-01-19,delivered,32.99
