order_id,user_id,order_date,status,total_amount
1,7329,2024-12-06,delivered,46.07
2,8284,2024-12-03,delivered,458.39
3,6629,2025-05-10,delivered,267.79
4,7587,2024-12-18,shipped,54.14
5,2952,2025-08-19,shipped,204.74
6,3126,2024-10-09,shipped,196.77
7,6745,2024-10-14,delivered,34.91
8,1538,2025-02-03,shipped,180.34
9,3169,2024-09-18,shipped,153.52
10,5688,2025-07-08,delivered,460.54
11,1896,2024-11-29,shipped,405.32
12,7804,2024-12-15,delivered,88.44
13,8377,2025-03-19,delivered,466.46
14,1457,2025-01-09,delivered,374.15
15,1495,2025-09-02,shipped,250.52
16,5061,2025-02-04,pending,222.0
17,9341,2025-04-15,shipped,464.15
18,9480,2024-09-24,returned,159.7
19,1751,2025-03-08,delivered,191.59
20,9437,2025-07-11,delivered,348.67
21,6488,2024-11-30,returned,382.05
22,174,2024-10-30,delivered,170.31
23,4313,2025-07-03,shipped,461.78
24,3278,2025-06-09,delivered,135.49
25,2022,2025-08-10,delivered,180.27
26,5699,2025-03-29,delivered,106.32
27,1397,2024-10-01,delivered,273.17
28,174,2025-03-26,delivered,499.64
29,6222,2024-11-17,delivered,361.85
30,7552,2024-10-20,delivered,240.95
31,2247,2025-08-23,delivered,491.63
32,6746,2025-07-15,delivered,34.1
33,3079,2025-03-15,delivered,150.09
34,3052,2025-03-25,delivered,420.68
35,4730,2025-03-24,delivered,266.94
36,1700,2025-01-13,pending,12.3
37,6669,2025-01-06,delivered,233.81
38,9155,2025-03-28,shipped,20.69
39,3092,2025-03-02,delivered,291.01
40,3785,2025-05-08,delivered,320.04
41,1845,2025-07-29,delivered,108.69
42,6398,2025-05-25,delivered,493.38
43,3252,2025-07-13,pending,418.56
44,7521,2024-11-26,delivered,237.28
45,9943,2024-12-07,delivered,161.68
46,893,2025-06-28,delivered,16.05
47,8407,2025-06-17,delivered,349.7
48,3430,2025-04-11,delivered,138.81
49,6746,2025-02-16,delivered,203.38
50,3645,2025-08-16,shipped,220.02
51,5340,2025-04-10,delivered,428.37
52,606,2024-12-02,delivered,427.19
53,8744,2025-08-16,delivered,390.35
54,4415,2025-08-27,delivered,385.73
55,2514,2025-03-05,delivered,252.42
56,7044,2024-10-08,delivered,397.65
57,1178,2025-05-29,delivered,430.49
58,5182,2024-10-24,delivered,254.24
59,1484,2025-04-20,returned,451.19
60,3312,2025-02-24,delivered,495.29
61,4286,2025-04-13,delivered,95.89
62,7314,2024-10-16,delivered,489.73
63,9738,2024-12-30,delivered,130.41
64,9689,2025-09-05,delivered,467.68
65,8265,2025-04-02,delivered,427.04
66,5359,2025-03-07,shipped,458.87
67,6560,2024-09-06,shipped,235.91
68,1091,2024-10-23,pending,84.02
69,9809,2024-09-14,delivered,119.08
70,4803,2025-04-21,delivered,159.3
71,9180,2024-10-01,delivered,132.36
72,1592,2025-05-15,delivered,484.02
73,5902,2025-03-28,delivered,86.47
74,8080,2024-11-03,shipped,346.04
75,8780,2025-08-09,shipped,260.68
76,9035,2025-02-22,delivered,26.76
77,3650,2025-02-27,delivered,113.68
78,1566,2025-07-15,delivered,467.45
79,3610,2024-09-16,delivered,410.24
80,2930,2025-08-30,pending,297.12
81,722,2025-05-24,delivered,47.6
82,1805,2024-12-10,delivered,77.88
83,655,2025-06-05,shipped,368.0
84,8337,2024-09-29,shipped,380.96
85,7685,2024-09-19,pending,479.47
86,9889,2025-01-28,delivered,110.74
87,6454,2025-03-14,delivered,328.04
88,4240,2024-10-04,shipped,221.11
89,893,2025-07-09,delivered,65.79
90,4291,2025-06-27,delivered,174.72
91,1661,2024-10-29,shipped,190.05
92,4914,2025-01-19,delivered,232.19
93,7337,2025-03-27,delivered,153.59
94,7351,2025-08-07,delivered,280.81
95,3921,2025-07-24,delivered,307.16
96,9329,2025-03-14,delivered,212.27
97,1300,2025-03-18,shipped,192.96
98,2524,2024-10-13,delivered,331.2
99,1661,2025-05-08,returned,36.56
100,9507,2025-07-11,delivered,434.54
101,8626,2024-10-03,delivered,487.57
102,7631,2025-06-14,delivered,37.1
103,4513,2025-02-05,delivered,357.5
104,1859,2024-10-21,shipped,133.6
105,8903,2025-03-12,delivered,220.71
106,8330,2025-07-29,delivered,142.61
107,1754,2025-02-13,shipped,114.98
108,7336,2024-12-28,delivered,226.08
109,6278,2024-11-13,shipped,192.09
110,1185,2025-07-28,shipped,218.64
111,6928,2025-03-20,shipped,405.96
112,734,2024-10-18,delivered,489.54
113,1852,2025-01-12,delivered,80.23
114,6521,2024-09-21,shipped,374.61
115,9546,2025-08-16,delivered,279.06
116,8587,2025-01-27,delivered,192.78
117,5292,2025-05-07,delivered,333.68
118,2518,2025-03-13,delivered,441.95
119,7590,2025-07-05,delivered,324.34
120,3328,2024-11-05,delivered,354.78
121,6125,2025-02-27,delivered,82.64
122,2067,2024-10-01,delivered,359.33
123,247,2025-05-11,returned,493.2
124,5325,2025-06-11,delivered,480.2
125,7588,2024-10-02,shipped,210.51
126,3139,2024-09-05,delivered,442.31
127,342,2025-01-17,delivered,299.77
128,2435,2025-04-14,delivered,67.96
129,342,2025-02-13,delivered,489.32
130,108,2025-04-06,delivered,310.46
131,6821,2024-11-10,delivered,61.88
132,4729,2025-05-24,delivered,290.4
133,5094,2024-12-15,delivered,363.51
134,5522,2025-06-23,delivered,126.26
135,9989,2025-04-06,delivered,344.4
136,5227,2024-12-26,delivered,483.31
137,7803,2025-01-03,delivered,123.51
138,2385,2025-01-30,delivered,250.51
139,5921,2024-12-08,returned,163.86
140,8801,2024-11-15,shipped,200.07
141,5924,2025-01-27,delivered,420.18
142,5469,2025-03-23,pending,413.53
143,7697,2025-04-08,delivered,14.09
144,2740,2025-08-11,delivered,69.82
145,4824,2024-09-20,delivered,181.01
146,5061,2025-03-13,delivered,158.49
147,7041,2025-05-11,delivered,55.86
148,8403,2025-06-06,delivered,346.95
149,8478,2025-02-22,delivered,324.92
150,5839,2025-05-27,delivered,131.58
151,8686,2025-05-29,shipped,187.22
152,1018,2025-03-06,pending,249.1
153,3491,2024-09-21,pending,32.19
154,2885,2025-07-27,delivered,85.85
155,2815,2025-02-09,delivered,326.94
156,8715,2024-09-27,returned,247.97
157,4915,2025-06-26,delivered,304.23
158,9849,2025-01-30,shipped,486.92
159,7916,2025-01-20,delivered,380.2
160,3065,2024-12-24,delivered,484.43
161,590,2025-01-31,delivered,299.57
162,8827,2025-08-15,delivered,10.72
163,8400,2025-04-08,shipped,55.95
164,2234,2025-02-06,delivered,351.52
165,9169,2025-05-22,delivered,159.48
166,1314,2025-05-01,delivered,212.75
167,8170,2025-07-12,delivered,340.95
168,971,2024-12-07,shipped,173.38
169,4707,2024-09-13,delivered,438.09
170,6590,2025-08-05,delivered,199.84
171,9672,2024-11-26,delivered,31.72
172,9363,2025-08-05,shipped,492.26
173,3186,2025-03-17,delivered,249.96
174,7265,2024-12-16,delivered,181.77
175,9592,2025-06-30,delivered,450.59
176,7127,2025-04-02,delivered,431.83
177,2376,2025-04-11,delivered,28.53
178,4445,2025-01-31,delivered,406.14
179,6451,2024-12-26,delivered,250.08
180,199,2025-08-20,delivered,339.99
181,3249,2025-01-13,delivered,81.52
182,1148,2025-04-18,delivered,337.06
183,5277,2024-11-12,pending,122.75
184,6751,2025-05-05,delivered,67.5
185,4707,2024-10-23,delivered,75.98
186,4036,2025-05-17,delivered,156.97
187,9918,2025-01-23,delivered,495.91
188,9510,2025-05-01,pending,36.6
189,3969,2024-11-21,delivered,172.15
190,5055,2025-03-08,delivered,267.28
191,1427,2025-01-26,delivered,111.38
192,1842,2024-09-23,delivered,481.19
193,7288,2025-01-10,shipped,235.68
194,4864,2025-08-24,delivered,349.43
195,6175,2024-09-23,delivered,186.38
196,2145,2024-10-19,delivered,105.16
197,9686,2025-03-01,shipped,158.77
198,705,2025-08-20,delivered,147.04
199,9961,2025-02-28,delivered,425.3
200,1070,2025-07-10,pending,17.23
201,7729,2025-06-19,returned,447.89
202,6481,2024-10-19,delivered,202.52
203,6818,2025-04-19,delivered,312.25
204,6429,2025-04-25,delivered,404.73
205,6278,2025-03-31,shipped,235.88
206,8961,2025-07-31,delivered,55.38
207,8452,2025-03-22,shipped,275.43
208,6647,2025-07-11,delivered,69.57
209,6736,2025-01-18,delivered,414.09
210,2944,2025-06-24,delivered,327.47
211,9780,2024-12-22,delivered,300.15
212,8276,2025-02-10,delivered,10.19
213,4506,2025-05-19,delivered,480.44
214,5276,2025-03-31,delivered,73.86
215,3562,2025-08-10,delivered,99.9
216,6472,2025-05-11,delivered,493.22
217,9832,2025-06-16,delivered,53.87
218,2394,2025-08-15,delivered,373.41
219,6241,2025-06-19,delivered,56.53
220,2685,2025-01-15,delivered,369.08
221,2231,2025-04-10,delivered,445.8
222,9006,2025-07-27,delivered,181.35
223,3748,2025-03-01,delivered,163.06
224,896,2025-03-30,delivered,467.17
225,8853,2025-04-15,delivered,46.58
226,5041,2025-06-29,delivered,180.3
227,1111,2025-08-29,shipped,329.93
228,3746,2025-04-30,delivered,346.87
229,6824,2025-01-19,shipped,231.98
230,9351,2025-04-20,delivered,428.29
231,2138,2024-09-15,delivered,426.0
232,1841,2025-05-03,delivered,410.36
233,1911,2024-10-10,delivered,93.68
234,743,2025-01-14,delivered,326.87
235,3161,2025-06-12,shipped,426.98
236,1317,2024-09-19,delivered,56.19
237,4542,2025-03-04,delivered,129.85
238,7567,2025-03-25,delivered,489.21
239,7682,2025-02-17,delivered,236.32
240,7008,2025-08-04,delivered,269.8
241,3806,2025-06-15,delivered,181.63
242,9233,2025-01-19,delivered,202.17
243,8109,2025-03-10,delivered,448.32
244,1732,2025-01-11,delivered,112.53
245,9848,2025-04-23,delivered,146.78
246,7410,2025-07-21,delivered,255.32
247,1568,2025-05-29,shipped,162.18
248,1811,2025-05-02,shipped,447.39
249,7875,2024-12-13,returned,320.16
250,5124,2024-10-20,shipped,256.83
251,9687,2024-11-20,delivered,305.99
252,8797,2025-02-07,delivered,19.72
253,8670,2025-02-19,delivered,373.46
254,7281,2024-10-10,delivered,174.36
255,5853,2025-05-11,delivered,308.02
256,4706,2025-08-20,shipped,417.77
257,142,2025-07-17,delivered,179.29
258,4656,2025-03-25,delivered,28.11
259,2099,2024-09-28,delivered,10.48
260,5390,2024-12-11,delivered,431.32
261,1287,2025-06-13,delivered,277.8
262,9402,2025-07-06,delivered,328.72
263,808,2025-02-16,shipped,302.43
264,7389,2025-01-31,delivered,92.81
265,3806,2025-01-28,delivered,28.74
266,4505,2024-09-19,delivered,129.17
267,974,2025-03-08,delivered,495.54
268,2939,2025-02-10,delivered,214.72
269,86,2024-12-22,delivered,463.29
270,7724,2025-06-01,delivered,137.53
271,9989,2025-03-08,delivered,360.54
272,9500,2024-11-10,shipped,22.76
273,8652,2024-11-07,delivered,16.43
274,2509,2025-02-04,delivered,238.28
275,1145,2024-12-09,shipped,328.05
276,7829,2024-10-21,delivered,481.5
277,4665,2025-03-23,delivered,24.55
278,4646,2024-09-19,delivered,494.06
279,5833,2025-05-08,delivered,241.19
280,9602,2024-09-26,pending,385.53
281,4267,2024-09-23,delivered,326.68
282,9546,2025-01-02,delivered,131.41
283,4131,2025-05-14,delivered,172.94
284,9417,2024-11-23,delivered,299.65
285,1192,2025-08-08,delivered,57.22
286,9725,2025-01-01,delivered,389.61
287,9440,2024-09-30,delivered,401.8
288,5922,2025-05-31,delivered,412.11
289,2026,2024-11-14,delivered,425.81
290,3512,2024-10-30,delivered,347.65
291,5742,2024-12-07,delivered,374.53
292,8025,2025-08-19,delivered,298.46
293,7873,2025-03-07,returned,121.07
294,3693,2024-10-20,delivered,50.69
295,6500,2024-10-18,delivered,97.49
296,8160,2024-09-14,returned,104.62
297,4629,2025-06-07,pending,381.37
298,6517,2025-07-20,delivered,474.4
299,3484,2024-10-22,delivered,409.07
300,1016,2025-03-10,delivered,496.18
301,6158,2025-02-27,delivered,31.39
302,6359,2025-05-07,delivered,25.72
303,2584,2025-01-14,delivered,344.94
304,5140,2025-09-04,delivered,22.55
305,928,2025-04-13,delivered,446.46
306,9704,2025-07-09,delivered,241.36
307,1738,2025-03-14,delivered,462.96
308,6580,2024-12-22,delivered,132.43
309,3039,2024-09-19,delivered,324.78
310,7220,2025-06-03,delivered,352.54
311,6501,2025-08-13,delivered,150.76
312,1722,2024-11-21,delivered,189.96
313,2767,2025-08-31,shipped,280.21
314,2826,2024-09-08,delivered,197.98
315,6671,2025-02-21,pending,250.85
316,8411,2025-04-27,delivered,233.44
317,8714,2025-07-12,delivered,336.34
318,405,2024-12-25,pending,49.85
319,5139,2025-08-31,delivered,478.75
320,8772,2025-01-26,delivered,60.4
321,6159,2025-04-01,delivered,175.67
322,4422,2024-11-15,shipped,14.26
323,3698,2025-04-20,delivered,409.85
324,5067,2024-10-25,delivered,65.13
325,158,2025-04-24,delivered,146.46
326,3176,2025-01-23,pending,231.36
327,5912,2024-09-09,delivered,423.55
328,9814,2024-11-06,delivered,385.95
329,7044,2025-08-04,delivered,83.46
330,7922,2025-07-16,delivered,228.87
331,806,2025-06-16,delivered,173.04
332,9498,2024-09-05,returned,474.76
333,8706,2024-09-28,delivered,429.31
334,7236,2025-04-03,delivered,83.71
335,504,2025-03-27,delivered,220.52
336,7237,2024-11-03,delivered,227.9
337,7727,2025-03-27,delivered,480.85
338,5987,2025-05-31,delivered,399.68
339,5184,2025-02-13,pending,406.43
340,2640,2025-03-25,pending,190.37
341,8958,2025-07-13,delivered,350.81
342,237,2024-10-16,delivered,166.92
343,4492,2025-03-30,returned,414.02
344,5961,2024-09-21,returned,480.44
345,1800,2025-03-05,delivered,308.96
346,3388,2024-11-14,delivered,269.08
347,4000,2025-04-25,delivered,437.52
348,1447,2025-06-04,delivered,453.46
349,132,2024-12-21,delivered,54.2
350,6370,2024-09-22,delivered,351.68
351,5593,2025-01-02,pending,317.95
352,4214,2025-01-06,delivered,112.98
353,6060,2025-08-21,delivered,71.18
354,1459,2024-10-09,delivered,149.78
355,5299,2025-01-26,delivered,92.8
356,2023,2025-01-11,shipped,128.87
357,1949,2024-12-27,delivered,459.63
358,6606,2025-07-30,shipped,458.95
359,9813,2025-03-18,pending,134.23
360,6862,2025-02-15,delivered,109.04
361,7272,2025-03-12,shipped,232.73
362,7868,2024-12-26,returned,335.35
363,9950,2024-12-17,delivered,77.58
364,4719,2025-04-30,delivered,410.52
365,4151,2025-02-10,delivered,46.05
366,524,2025-08-17,delivered,65.54
367,2482,2025-05-30,shipped,321.83
368,4485,2024-12-15,delivered,110.06
369,6811,2025-02-25,pending,122.24
370,7503,2025-08-13,delivered,439.42
371,8538,2025-04-27,delivered,188.45
372,2313,2024-11-12,delivered,461.42
373,7016,2025-07-25,returned,63.26
374,7272,2025-07-08,delivered,466.51
375,9891,2025-01-25,shipped,458.21
376,141,2025-02-28,returned,274.48
377,6893,2024-12-21,delivered,381.58
378,7777,2025-07-01,delivered,224.21
379,9314,2025-07-20,delivered,385.19
380,2884,2025-07-28,delivered,129.09
381,7629,2025-07-25,returned,452.54
382,9227,2024-09-29,delivered,396.35
383,7462,2025-02-10,shipped,368.96
384,9175,2025-06-11,delivered,404.38
385,3461,2025-08-08,delivered,178.97
386,2585,2025-05-16,delivered,103.06
387,4734,2024-12-18,pending,183.86
388,9349,2025-04-14,shipped,28.98
389,9770,2025-01-01,pending,142.41
390,6548,2025-03-29,delivered,307.58
391,1308,2025-05-01,delivered,424.81
392,2853,2025-05-30,shipped,465.86
393,2225,2024-11-26,delivered,363.87
394,3445,2025-02-20,delivered,447.01
395,1252,2024-10-28,delivered,152.77
396,9864,2024-12-05,delivered,342.08
397,1396,2025-02-11,delivered,488.62
398,9207,2025-03-31,delivered,309.29
399,4742,2024-12-09,delivered,219.66
400,757,2025-08-12,shipped,138.71
401,7305,2025-02-21,delivered,164.24
402,2621,2024-10-29,delivered,109.21
403,2430,2024-11-14,delivered,354.41
404,9424,2024-11-07,shipped,364.76
405,7806,2025-06-27,delivered,391.98
406,4025,2025-04-29,delivered,239.05
407,35,2025-07-26,pending,77.75
408,7434,2025-05-15,delivered,216.74
409,21,2025-02-11,delivered,376.79
410,2313,2025-08-04,shipped,429.34
411,457,2024-11-04,delivered,49.76
412,7288,2025-03-18,shipped,129.51
413,7901,2025-05-02,pending,481.36
414,4479,2025-05-08,shipped,221.66
415,1063,2025-08-18,delivered,44.63
416,7921,2024-12-29,delivered,109.82
417,7128,2025-07-04,delivered,415.51
418,7190,2025-02-23,shipped,382.15
419,9783,2024-11-01,returned,116.56
420,8095,2025-03-22,delivered,59.77
421,8239,2025-05-13,delivered,48.9
422,4842,2025-08-31,delivered,254.83
423,4635,2025-01-30,shipped,350.83
424,7650,2024-10-17,shipped,168.63
425,5168,2025-06-19,delivered,52.24
426,4775,2025-01-01,shipped,251.08
427,5080,2025-07-26,shipped,117.29
428,7249,2024-11-18,delivered,98.65
429,1654,2024-12-02,delivered,389.58
430,45,2025-05-05,delivered,306.16
431,4371,2025-07-13,shipped,164.4
432,3765,2024-12-23,pending,235.67
433,3033,2024-12-19,delivered,119.72
434,4328,2024-10-31,delivered,285.22
435,86,2025-03-29,shipped,380.93
436,1614,2025-07-23,delivered,219.92
437,6782,2025-05-01,shipped,198.03
438,7228,2024-09-18,delivered,133.36
439,3292,2025-05-13,delivered,168.5
440,8780,2025-02-02,delivered,186.43
441,8795,2025-07-18,delivered,163.27
442,6782,2025-03-15,delivered,54.25
443,3517,2025-05-07,delivered,82.43
444,1257,2024-12-08,delivered,498.16
445,3036,2024-12-17,delivered,187.89
446,7517,2025-07-20,delivered,404.63
447,5287,2025-08-29,delivered,361.47
448,4956,2025-05-03,delivered,286.44
449,9002,2024-10-24,delivered,230.41
450,638,2025-03-12,delivered,335.98
451,153,2024-10-18,delivered,296.26
452,5910,2025-04-23,delivered,369.62
453,2739,2024-12-19,delivered,496.98
454,139,2024-11-06,delivered,164.3
455,6240,2024-12-19,delivered,173.64
456,726,2025-07-31,delivered,347.68
457,5701,2025-01-28,delivered,423.82
458,2366,2025-04-05,delivered,103.07
459,19,2025-02-22,pending,428.8
460,9629,2025-02-14,shipped,449.25
461,1962,2024-09-06,delivered,203.48
462,1852,2025-04-15,delivered,140.61
463,7113,2025-02-12,delivered,206.28
464,5522,2025-02-17,shipped,101.45
465,9055,2025-01-10,delivered,39.0
466,101,2025-06-01,delivered,400.65
467,8785,2025-03-28,returned,289.21
468,6839,2025-05-09,delivered,252.11
469,7136,2025-05-11,delivered,114.85
470,6030,2025-06-08,delivered,280.69
471,2510,2025-01-22,pending,206.81
472,1956,2025-05-03,shipped,258.03
473,9847,2025-01-27,returned,54.49
474,7079,2025-06-21,delivered,462.18
475,7544,2025-08-14,shipped,384.45
476,4781,2024-12-22,delivered,373.18
477,9881,2025-03-13,delivered,295.07
478,911,2025-07-25,delivered,121.55
479,6164,2025-06-20,delivered,60.76
480,7994,2024-12-30,delivered,187.09
481,6716,2024-12-07,delivered,212.27
482,6143,2025-03-26,shipped,382.9
483,6606,2025-06-22,delivered,82.58
484,1182,2024-10-18,delivered,410.25
485,7532,2024-10-21,delivered,227.02
486,605,2025-01-11,shipped,401.98
487,5850,2025-04-14,delivered,252.41
488,2371,2024-11-06,delivered,35.25
489,203,2025-06-29,delivered,307.96
490,243,2024-09-26,delivered,219.33
491,9722,2025-02-20,shipped,235.06
492,6232,2025-03-09,shipped,393.47
493,3741,2025-01-23,delivered,119.06
494,2722,2025-03-15,returned,22.57
495,6027,2024-11-19,shipped,150.21
496,8852,2025-06-24,delivered,86.0
497,8905,2025-05-28,delivered,178.47
498,9367,2025-07-30,delivered,111.93
499,5220,2025-02-24,shipped,57.54
500,8439,2024-10-10,delivered,415.51
501,731,2024-12-18,delivered,112.62
502,1561,2024-09-19,delivered,188.27
503,9177,2024-12-31,delivered,10.92
504,8688,2025-05-11,shipped,388.13
505,5409,2024-09-07,returned,237.01
506,6559,2024-09-19,delivered,433.69
507,2576,2025-03-11,delivered,35.89
508,7509,2025-07-23,delivered,90.27
509,1083,2025-06-12,delivered,136.27
510,2754,2025-01-12,delivered,445.2
511,2959,2025-05-01,returned,183.48
512,8736,2025-03-27,pending,101.58
513,6834,2025-04-04,delivered,402.72
514,4315,2024-09-11,delivered,158.14
515,5091,2024-11-09,delivered,181.32
516,2151,2025-01-01,delivered,330.76
517,6104,2025-08-23,delivered,198.07
518,884,2025-01-23,delivered,18.07
519,2678,2024-10-27,delivered,494.69
520,5239,2025-03-29,shipped,126.94
521,3976,2025-06-22,delivered,129.74
522,7,2025-01-07,delivered,75.63
523,7646,2025-06-03,delivered,87.4
524,9738,2025-07-17,delivered,255.97
525,5401,2025-08-03,delivered,470.47
526,2090,2024-11-11,delivered,351.63
527,4192,2025-09-02,delivered,332.21
528,5624,2024-11-22,delivered,187.13
529,2294,2025-03-18,delivered,408.42
530,7392,2024-12-24,delivered,241.94
531,4210,2025-03-13,shipped,234.19
532,4426,2025-03-08,pending,497.31
533,3225,2025-05-05,delivered,308.38
534,1241,2025-02-16,delivered,435.41
535,7518,2024-12-09,delivered,267.04
536,3494,2024-09-12,shipped,89.25
537,3591,2025-06-05,delivered,493.76
538,8909,2024-12-26,shipped,331.28
539,8456,2025-01-04,delivered,82.86
540,6945,2024-09-27,delivered,372.62
541,318,2025-03-09,delivered,225.19
542,2208,2025-08-18,delivered,412.97
543,641,2025-06-13,shipped,145.77
544,859,2025-05-27,delivered,471.74
545,4244,2024-11-05,delivered,155.65
546,9663,2025-06-14,delivered,498.66
547,9167,2025-07-09,returned,353.09
548,9478,2025-04-08,shipped,485.93
549,8244,2024-10-09,shipped,364.84
550,1020,2025-06-02,delivered,379.54
551,7901,2024-12-12,delivered,69.48
552,8480,2025-08-13,delivered,17.35
553,5374,2024-12-20,delivered,52.34
554,6358,2025-08-17,delivered,224.26
555,5212,2025-07-10,delivered,207.02
556,7773,2025-06-30,delivered,100.08
557,4739,2025-08-07,delivered,31.29
558,3902,2025-08-28,shipped,349.13
559,7903,2025-07-28,delivered,106.95
560,4934,2024-12-13,delivered,489.49
561,7671,2025-01-23,delivered,60.69
562,1550,2025-08-01,delivered,188.14
563,4935,2025-01-25,delivered,244.67
564,2667,2025-06-10,delivered,117.06
565,2454,2025-07-26,shipped,256.64
566,1568,2025-08-03,delivered,70.99
567,3753,2024-10-04,returned,10.8
568,8480,2025-03-22,delivered,352.12
569,2474,2025-06-01,delivered,418.93
570,436,2025-08-23,shipped,291.6
571,9182,2025-03-02,delivered,121.97
572,6225,2025-01-09,delivered,203.34
573,2406,2025-03-13,delivered,316.88
574,8447,2025-08-16,delivered,25.95
575,1835,2024-10-21,pending,56.17
576,7043,2024-09-20,delivered,479.52
577,8657,2024-09-10,delivered,342.48
578,4352,2025-01-16,delivered,351.53
579,423,2024-09-06,delivered,60.23
580,5934,2025-01-24,delivered,124.14
581,9481,2024-11-02,shipped,201.66
582,6073,2025-05-20,delivered,110.56
583,9541,2025-03-06,delivered,406.64
584,555,2025-08-24,delivered,307.16
585,7,2024-11-18,delivered,106.45
586,1766,2025-03-25,delivered,387.74
587,2092,2025-05-23,delivered,274.95
588,4831,2025-04-22,delivered,111.85
589,1658,2025-01-09,delivered,423.0
590,9004,2025-04-30,delivered,112.88
591,6095,2025-06-28,delivered,348.41
592,7464,2025-01-17,delivered,205.96
593,9421,2024-11-12,delivered,377.24
