review_id,user_id,product_id,rating,review_text,review_date
1,16,3,4.2,This Sports Product 3 is outstanding! Great quality and exactly what I needed.,2024-10-18
2,3,7,4.3,The quality of this Home Product 7 is consistent throughout. Excellent workmanship.,2025-04-11
3,20,16,3.5,The fit of this Clothing Product 16 is inconsistent. Some parts too tight.,2024-11-27
4,4,16,4.2,I'm delighted with this Clothing Product 16. It's everything I hoped for.,2025-03-03
5,19,20,4.2,"Great Clothing Product 20! Soft, comfortable, and exactly as described.",2025-06-02
6,3,17,3.4,This Toys Product 17 is not worth the price. Poor quality and doesn't work.,2024-12-12
7,19,2,5.0,The fit and finish of this Clothing Product 2 are impeccable.,2025-06-28
8,20,1,4.4,The user experience with this Electronics Product 1 is exceptional.,2025-01-25
9,7,16,3.0,This Clothing Product 16 is not comfortable for daily wear. Too restrictive.,2024-11-08
10,20,12,4.5,I'm so happy with this Electronics Product 12! The features are exactly what I needed.,2025-04-27
11,9,5,3.2,This Home Product 5 is poorly designed. Difficult to use and assemble.,2025-04-27
12,1,5,4.6,The style of this Home Product 5 is timeless and elegant.,2025-06-21
13,8,9,4.9,This Sports Product 9 is well-designed and practical. Great for athletes.,2025-06-09
14,7,9,3.3,I'm unhappy with this Sports Product 9. It's not meeting my expectations.,2024-10-18
15,18,3,4.8,I've been using this Sports Product 3 for months and it's still in perfect condition.,2025-07-03
16,8,19,4.3,This Toys Product 19 is ideal for my child's interests. Highly functional.,2025-07-19
17,1,16,4.7,The quality of this Clothing Product 16 is consistent throughout. Well made.,2024-11-06
18,11,16,5.0,I love the attention to detail in this Clothing Product 16. Very thoughtful design.,2025-01-02
19,18,3,3.8,This Sports Product 3 is not well-constructed. Poor quality control.,2024-10-15
20,10,20,3.4,The material of this Clothing Product 20 is scratchy and uncomfortable to wear.,2025-04-16
