order_id,product_id,quantity
1,31,1
2,61,1
2,25,1
2,48,1
3,100,1
3,49,2
3,65,2
4,18,1
4,33,1
4,7,1
5,67,1
6,98,1
7,66,1
7,19,1
8,58,1
8,45,1
8,4,1
8,54,2
9,4,1
9,41,2
10,19,1
10,18,1
11,18,1
11,98,1
12,11,2
13,71,1
13,94,1
13,78,2
14,31,1
15,59,1
15,9,1
15,15,1
16,74,1
16,31,1
17,46,1
18,86,1
18,11,4
19,65,1
19,71,1
20,50,2
21,3,1
22,31,1
23,99,2
23,75,1
24,44,1
24,83,1
25,90,1
25,62,1
26,100,1
27,26,1
28,6,1
29,51,1
29,70,1
30,37,1
30,46,1
31,35,1
31,16,1
31,48,1
32,44,1
32,24,1
32,64,2
32,89,2
32,48,1
33,24,1
33,70,1
34,38,1
34,40,1
35,57,1
36,46,1
37,82,1
37,8,1
38,96,1
38,87,1
39,87,1
39,57,1
39,5,1
40,73,1
40,5,1
41,48,1
41,57,1
41,98,1
41,10,1
42,15,1
43,67,1
44,34,1
44,100,1
45,37,1
45,89,1
45,63,1
45,26,1
45,16,3
46,41,1
46,86,1
46,45,1
47,21,1
48,82,1
48,23,2
48,47,2
48,66,1
49,47,1
49,71,1
50,17,1
50,79,1
50,12,1
50,9,1
50,40,1
51,17,1
51,41,1
52,45,1
52,17,1
52,100,1
53,65,1
54,16,1
55,21,1
55,42,1
56,67,1
56,37,2
56,11,3
56,33,1
57,83,1
58,20,1
58,22,1
58,85,2
58,80,1
59,4,1
59,11,3
59,6,1
60,54,1
60,80,1
60,82,1
61,39,1
61,62,1
62,59,1
62,10,1
63,60,1
63,27,1
64,41,1
64,94,1
64,45,1
64,52,1
65,35,1
65,58,1
66,50,1
67,21,1
67,42,2
68,21,1
69,64,1
69,40,1
70,59,1
70,31,1
71,64,1
72,87,1
72,61,1
72,37,1
73,94,1
73,47,1
73,98,1
73,52,1
74,10,1
74,50,1
75,80,1
76,13,1
77,44,1
77,72,1
77,47,1
78,6,1
78,5,1
79,59,1
79,20,1
80,79,1
80,41,2
81,39,1
81,76,1
81,44,1
82,61,1
82,3,1
83,75,1
83,40,1
83,93,2
83,89,2
83,81,2
84,93,1
84,7,1
85,80,1
85,100,1
86,5,1
86,74,1
86,90,1
87,89,1
88,79,1
88,61,2
89,18,1
90,85,1
90,62,1
91,69,1
92,99,3
92,93,1
93,32,1
94,39,1
95,89,1
95,91,1
95,63,1
96,36,1
96,37,1
96,16,1
97,45,1
97,99,3
98,11,1
98,45,1
98,57,1
98,84,2
98,33,1
99,79,1
100,7,1
