review_id,user_id,product_id,rating,review_text,review_date
1,68,29,5.0,Great Water Bottle! Fits perfectly and the material is soft and comfortable.,2025-09-01
2,43,92,4.6,Best electronics purchase I've made in years. Highly recommend to anyone looking for quality.,2025-01-04
3,1,71,5.0,Worth every penny. The Galaxy Book4 Pro is exactly what I needed and works flawlessly.,2024-10-25
4,62,84,3.9,It's fine. Does what it's supposed to do but I've seen better in this price range.,2025-02-01
5,37,83,2.7,Would not recommend. The PlayStation 5 Digital is cheaply made and doesn't last.,2025-08-04
6,30,69,5.0,Absolutely love this Monopoly Classic! The quality is outstanding and it works exactly as described.,2025-07-26
7,23,54,5.0,Amazing Studio Moisture Cream! The quality is fantastic and it works exactly as described.,2025-04-12
8,51,64,3.7,It's fine. The Stan Smith fits okay but the color is slightly different than pictured.,2025-02-14
9,5,2,3.5,It's fine. Does what it's supposed to do but I've seen better in this price range.,2025-01-23
10,37,59,5.0,Great Ultraboost 22! Fits perfectly and the material is soft and comfortable.,2025-04-04
11,18,65,4.2,"Good MacBook Pro 14"", works as expected. Nothing extraordinary but gets the job done.",2025-05-27
12,43,21,5.0,Best electronics purchase I've made in years. Highly recommend to anyone looking for quality.,2024-11-10
13,2,95,4.3,Decent Gym Bag. The material is okay but not as soft as I expected.,2025-06-27
14,23,79,5.0,Great Primeblue Hoodie! Fits perfectly and the material is soft and comfortable.,2025-03-05
15,66,42,2.6,Had issues with this iPad from day one. Customer service was not helpful.,2025-06-30
16,18,62,4.2,It's fine. The Dri-FIT T-Shirt fits okay but the color is slightly different than pictured.,2024-10-02
17,50,31,4.2,It's fine. Does what it's supposed to do but I've seen better in this price range.,2024-09-10
18,39,75,5.0,Excellent quality fabric and construction. Very happy with this purchase.,2025-04-20
19,89,31,2.1,"Poor quality. The iPad Pro 12.9"" broke after just a few weeks of use.",2024-09-30
20,21,52,5.0,Perfect! The Eyeshadow Palette exceeded my expectations and arrived quickly.,2024-09-09
21,89,16,5.0,Excellent quality fabric and construction. Very happy with this purchase.,2024-12-14
22,79,29,3.1,Decent Water Bottle. The material is okay but not as soft as I expected.,2024-11-26
23,59,96,5.0,Beautiful React Element 55! The color and fit are perfect. Will definitely buy again.,2024-09-19
24,61,97,4.6,Love this Studio Fix Foundation! Great pigmentation and long-lasting wear.,2025-08-28
25,98,32,5.0,Absolutely love this Galaxy Tab S9! The quality is outstanding and it works exactly as described.,2024-09-27
26,68,58,4.3,Works well enough. The DualSense Controller is functional but has some minor issues.,2025-07-07
27,15,8,5.0,Love this Foaming Facial Cleanser! Great pigmentation and long-lasting wear.,2025-02-05
28,74,69,2.3,Would not recommend. The Monopoly Classic is cheaply made and doesn't last.,2025-03-19
29,57,15,5.0,Worth every penny. The iPhone 14 is exactly what I needed and works flawlessly.,2024-12-24
30,12,66,4.1,Decent quality for the price. The iPad Air is okay but could be better.,2025-05-06
31,66,54,4.1,Average Studio Moisture Cream. Not bad but not great either. Would consider other options.,2025-06-07
32,87,40,5.0,Absolutely love this Tech 2.0 T-Shirt! The quality is outstanding and it works exactly as described.,2025-03-17
